,Player Name,League,Squad,Country,Position,Annualized Salary
61,i.bintiomar,A,Great Galactic Gorgons,Djipines,DFMF,20450000
62,m.ludwig,A,Great Galactic Gorgons,Rarita,DFMF,11910000
63,r.lambert,A,Great Galactic Gorgons,Ngoque Blicri,FW,26200000
64,y.susanti,A,Great Galactic Gorgons,Ngoque Blicri,FW,27640000
65,a.schmitt,A,Great Galactic Gorgons,People's Land of Maneau,FW,26370000
66,u.rodrigues,A,Great Galactic Gorgons,People's Land of Maneau,FW,34980000
67,w.swee,A,Great Galactic Gorgons,People's Land of Maneau,FW,19550000
68,m.nkhata,A,Great Galactic Gorgons,People's Land of Maneau,FWDF,24470000
69,g.elbaz,A,Great Galactic Gorgons,Dosqaly,FWMF,30260000
70,h.gomani,A,Great Galactic Gorgons,Southslands,FWMF,29870000
71,a.soong,A,Great Galactic Gorgons,People's Land of Maneau,GK,25510000
72,a.tayebwa,A,Great Galactic Gorgons,Dosqaly,MF,10690000
73,d.kojima,A,Great Galactic Gorgons,Highhlaands,MF,31520000
74,a.aryemo,A,Great Galactic Gorgons,Ngoque Blicri,MF,32610000
75,g.gustafsson,A,Great Galactic Gorgons,People's Land of Maneau,MF,30720000
76,h.susanto,A,Great Galactic Gorgons,Redohrainbri,MF,18810000
77,f.nakazibwe,A,Great Galactic Gorgons,People's Land of Maneau,MFDF,20660000
78,z.okon,A,Green Fleet,Byasier Pujan,DF,23880000
79,g.nimusiima,A,Green Fleet,Central Diasongo,DF,3220000
80,d.chen,A,Green Fleet,Lefghau,DF,24280000
81,c.muyama,A,Green Fleet,People's Land of Maneau,DF,19050000
82,g.hernandez,A,Green Fleet,People's Land of Maneau,DF,14680000
83,l.mugumya,A,Green Fleet,People's Land of Maneau,DF,12990000
84,u.kaahwa,A,Green Fleet,People's Land of Maneau,DF,7230000
85,u.wright,A,Green Fleet,People's Land of Maneau,DF,22000000
86,z.agyei,A,Green Fleet,People's Land of Maneau,DF,14770000
87,q.sarfo,A,Green Fleet,Xikong,DF,3260000
88,c.gheorghe,A,Green Fleet,Central Diasongo,FW,17030000
89,i.koomson,A,Green Fleet,Djipines,FW,21140000
90,l.obote,A,Green Fleet,Dosqaly,FW,32590000
91,i.abeja,A,Green Fleet,Janmico,FW,38440000
92,j.namatovu,A,Green Fleet,People's Land of Maneau,FW,6920000
93,t.ichikawa,A,Green Fleet,People's Land of Maneau,FW,31170000
94,z.nabaweesi,A,Green Fleet,People's Land of Maneau,FW,28400000
95,n.gheorghe,A,Green Fleet,Republic of Denand Landsa,FW,27490000
96,l.amadu,A,Green Fleet,Xikong,FW,32270000
97,s.avraham,A,Green Fleet,Nganion,FWMF,27800000
98,g.mwebaze,A,Green Fleet,Nganion,GK,18080000
99,p.kabugo,A,Green Fleet,People's Land of Maneau,GK,19620000
100,c.ji,A,Green Fleet,Greri Landmoslands,MF,31790000
101,q.nabutono,A,Green Fleet,Lefghau,MF,19920000
102,p.bauri,A,Green Fleet,Ngoque Blicri,MF,35260000
103,a.miura,A,Green Fleet,Rosvi,MF,16090000
104,u.guerin,A,Green Fleet,Tabhu Striary,MF,4470000
105,g.hartmann,A,Green Fleet,Byasier Pujan,MFFW,27650000
106,j.rukundo,A,Green Fleet,Dosqaly,MFFW,31430000
107,a.haruna,A,Horrible Grizzlies,Dosqaly,DF,23430000
108,d.svensson,A,Horrible Grizzlies,Esia,DF,8810000
109,o.khainza,A,Horrible Grizzlies,Lefghau,DF,11720000
110,y.eyotaru,A,Horrible Grizzlies,Mico,DF,15490000
111,d.martini,A,Horrible Grizzlies,Nganion,DF,31860000
112,s.namugere,A,Horrible Grizzlies,Nganion,DF,22230000
113,f.kalule,A,Horrible Grizzlies,People's Land of Maneau,DF,27830000
114,t.nouri,A,Horrible Grizzlies,People's Land of Maneau,DF,19540000
115,v.thompson,A,Horrible Grizzlies,People's Land of Maneau,DF,31250000
116,v.binali,A,Horrible Grizzlies,Sobianitedrucy,DF,24980000
117,s.mlakar,A,Horrible Grizzlies,Dosqaly,FW,30800000
118,q.gunther,A,Horrible Grizzlies,Esia,FW,29980000
119,j.wan,A,Horrible Grizzlies,People's Land of Maneau,FW,20530000
120,z.makore,A,Horrible Grizzlies,People's Land of Maneau,FW,24900000
121,n.nantege,A,Horrible Grizzlies,People's Land of Maneau,FWDF,33180000
122,a.olobo,A,Horrible Grizzlies,Biarizea,FWMF,30470000
123,d.kayira,A,Horrible Grizzlies,Slandsganiamayotteque,FWMF,26810000
124,e.wibowo,A,Horrible Grizzlies,Coastpa Barleslands,GK,15120000
125,r.wanyama,A,Horrible Grizzlies,Imaar Vircoand,GK,11490000
126,j.nkrumah,A,Horrible Grizzlies,Nganion,GK,9830000
127,m.matsumoto,A,Horrible Grizzlies,Dosqaly,MF,30800000
128,c.nyesiga,A,Horrible Grizzlies,Manlisgamncent,MF,22560000
129,y.diallo,A,Horrible Grizzlies,Ngoque Blicri,MF,12230000
130,g.baey,A,Horrible Grizzlies,People's Land of Maneau,MF,26330000
131,i.makavan,A,Horrible Grizzlies,Sobianitedrucy,MF,27700000
132,h.alobo,A,Horrible Grizzlies,Esia,MFFW,27350000
133,o.nampeera,A,Horrible Grizzlies,People's Land of Maneau,MFFW,30150000
134,b.longoli,A,Horrible Storm,Djipines,DF,9600000
135,a.tay,A,Horrible Storm,Frenchdo Stanser,DF,28970000
136,d.yusof,A,Horrible Storm,Nkasland Cronestan,DF,21510000
137,b.stewart,A,Horrible Storm,People's Land of Maneau,DF,19400000
138,h.steiner,A,Horrible Storm,People's Land of Maneau,DF,14950000
139,k.mirkovi,A,Horrible Storm,People's Land of Maneau,DF,17400000
140,y.aidoo,A,Horrible Storm,People's Land of Maneau,DF,23230000
141,h.nsamba,A,Horrible Storm,Byasier Pujan,FW,24050000
142,e.estrada,A,Horrible Storm,Frenchdo Stanser,FW,23230000
143,a.popescu,A,Horrible Storm,People's Land of Maneau,FW,32520000
144,x.yau,A,Horrible Storm,People's Land of Maneau,FW,15100000
145,k.aliyu,A,Horrible Storm,Saintswacroa,FW,22290000
146,k.muhumuza,A,Horrible Storm,People's Land of Maneau,FWMF,22310000
147,k.namuwaya,A,Horrible Storm,People's Land of Maneau,FWMF,25750000
148,n.bondarenko,A,Horrible Storm,People's Land of Maneau,FWMF,30860000
149,s.tamale,A,Horrible Storm,Imaar Vircoand,GK,26390000
150,k.makaza,A,Horrible Storm,Dosqaly,MF,11530000
151,r.akech,A,Horrible Storm,Eastern Covaki,MF,17110000
152,l.egger,A,Horrible Storm,Lefghau,MF,13950000
153,z.cher,A,Horrible Storm,Ngoque Blicri,MF,29810000
154,g.baey,A,Horrible Storm,People's Land of Maneau,MF,30190000
155,t.nkhoma,A,Horrible Storm,Southslands,MF,26430000
156,q.mbambu,A,Horrible Storm,Lefghau,MFFW,27710000
157,y.nabulo,A,Horrible Storm,People's Land of Maneau,MFFW,10500000
158,z.chipeta,A,Mighty Jays,Esia,DF,14950000
159,d.asaba,A,Mighty Jays,Greri Landmoslands,DF,8490000
160,s.chided,A,Mighty Jays,Lefghau,DF,14780000
161,s.kaggwa,A,Mighty Jays,Lefghau,DF,17980000
162,e.ta,A,Mighty Jays,Nganion,DF,8670000
163,z.semakula,A,Mighty Jays,Nganion,DF,25460000
164,q.aini,A,Mighty Jays,Ngoque Blicri,DF,16720000
165,e.ramezani,A,Mighty Jays,People's Land of Maneau,DF,13270000
166,v.ram,A,Mighty Jays,People's Land of Maneau,DF,14380000
167,z.nakagawa,A,Mighty Jays,People's Land of Maneau,DF,19000000
168,a.akoth,A,Mighty Jays,Unicorporated Tiagascar,DF,20000000
169,g.siddiqui,A,Mighty Jays,Central Diasongo,FW,28170000
170,u.nalumansi,A,Mighty Jays,Czechnor,FW,26610000
171,f.heng,A,Mighty Jays,Dosqaly,FW,25220000
172,i.kakuru,A,Mighty Jays,Lefghau,FW,35710000
173,c.ssentamu,A,Mighty Jays,People's Land of Maneau,FW,26670000
174,i.nugraha,A,Mighty Jays,People's Land of Maneau,FW,22990000
175,g.dijkstra,A,Mighty Jays,People's Land of Maneau,FWDF,26510000
176,u.chio,A,Mighty Jays,Lefghau,FWMF,24940000
177,z.marini,A,Mighty Jays,Central Republic of Boekrainego,GK,24650000
178,x.adikini,A,Mighty Jays,Cuandbo,GK,18110000
179,v.kumwenda,A,Mighty Jays,Esia,GK,36670000
180,j.rolland,A,Mighty Jays,Frenchdo Stanser,MF,7580000
181,m.kusiima,A,Mighty Jays,Nancipenuaroe,MF,34240000
182,a.vang,A,Mighty Jays,Nganion,MF,15070000
183,y.ferrara,A,Mighty Jays,People's Land of Maneau,MF,28900000
184,h.david,A,Mighty Jays,Redohrainbri,MF,33160000
185,k.abalo,A,Mighty Jays,Quewenia,MFDF,15940000
186,e.nakanjako,A,Mighty Jays,Rarita,MFFW,10750000
187,v.garcia,A,Old Mustangs,Byasier Pujan,DF,16030000
188,a.sihombing,A,Old Mustangs,Central Namemo Laand,DF,23440000
189,f.nassolo,A,Old Mustangs,Djipines,DF,26640000
190,m.tumuramye,A,Old Mustangs,Ngoque Blicri,DF,28620000
191,e.ruzvidzo,A,Old Mustangs,People's Land of Maneau,DF,19420000
192,i.kabagenyi,A,Old Mustangs,People's Land of Maneau,DF,18110000
193,t.chebet,A,Old Mustangs,People's Land of Maneau,DF,9420000
194,z.rojas,A,Old Mustangs,People's Land of Maneau,DF,28960000
195,i.ssentongo,A,Old Mustangs,Varijitri Isles,DF,10370000
196,x.nazari,A,Old Mustangs,Ingre,DFFW,4160000
197,m.carpentier,A,Old Mustangs,Lefghau,DFMF,25960000
198,y.niemi,A,Old Mustangs,Coastpa Barleslands,FW,33480000
199,y.wood,A,Old Mustangs,Frenchdo Stanser,FW,29870000
200,e.alowo,A,Old Mustangs,Greri Landmoslands,FW,31060000
201,f.njoku,A,Old Mustangs,Lefghau,FW,28160000
202,w.kayange,A,Old Mustangs,Southern Ristan,FW,23150000
203,l.edwards,A,Old Mustangs,People's Land of Maneau,FWMF,23610000
204,u.nakazibwe,A,Old Mustangs,Lefghau,GK,29470000
205,f.walker,A,Old Mustangs,Nganion,GK,10160000
206,p.tetteh,A,Old Mustangs,Southslands,GK,22300000
207,v.waswa,A,Old Mustangs,Byasier Pujan,MF,18870000
208,v.mattila,A,Old Mustangs,Iverde,MF,27620000
209,i.aidoo,A,Old Mustangs,Nganion,MF,18570000
210,q.johnsen,A,Old Mustangs,People's Land of Maneau,MF,34130000
211,h.twongirwe,A,Old Mustangs,People's Land of Maneau,MFDF,16190000
212,p.saputra,A,Old Mustangs,People's Land of Maneau,MFDF,23070000
213,a.logose,A,Old Mustangs,Lylimi,MFFW,24420000
214,q.nakityo,A,Old Mustangs,Quewenia,MFFW,26040000
215,n.kamusiime,A,Punctual Rustlers,Dosqaly,DF,25780000
216,a.tumuhaise,A,Punctual Rustlers,People's Land of Maneau,DF,14430000
217,h.farina,A,Punctual Rustlers,People's Land of Maneau,DF,27230000
218,s.debnath,A,Punctual Rustlers,People's Land of Maneau,DF,12330000
219,i.namugosa,A,Punctual Rustlers,Western Niasland,DF,12280000
220,g.tukwasibwe,A,Punctual Rustlers,Dosqaly,DFFW,17550000
221,a.berisha,A,Punctual Rustlers,People's Land of Maneau,DFFW,16380000
222,t.kafuko,A,Punctual Rustlers,Southslands,DFMF,21060000
223,l.lechner,A,Punctual Rustlers,Lefghau,FW,32310000
224,c.namutebi,A,Punctual Rustlers,People's Land of Maneau,FW,39230000
225,n.ono,A,Punctual Rustlers,People's Land of Maneau,FW,27840000
226,j.lysenko,A,Punctual Rustlers,Sobianitedrucy,FW,24740000
227,r.arai,A,Punctual Rustlers,Varijitri Isles,FW,25630000
228,h.turyatunga,A,Punctual Rustlers,Republic of Denand Landsa,FWDF,30270000
229,t.zoabi,A,Punctual Rustlers,People's Land of Maneau,FWMF,17930000
230,n.namwanje,A,Punctual Rustlers,Western Niasland,FWMF,31880000
231,h.ochan,A,Punctual Rustlers,Greri Landmoslands,GK,27720000
232,x.neri,A,Punctual Rustlers,People's Land of Maneau,GK,13340000
233,m.ngamita,A,Punctual Rustlers,Xikong,GK,13320000
234,m.nankwanga,A,Punctual Rustlers,Central Diasongo,MF,21800000
235,b.kor,A,Punctual Rustlers,Cuandbo,MF,27560000
236,s.peretz,A,Punctual Rustlers,Djipines,MF,13610000
237,k.vandenberg,A,Punctual Rustlers,Dosqaly,MF,20930000
238,x.muhwezi,A,Punctual Rustlers,Greri Landmoslands,MF,19300000
239,r.gentile,A,Punctual Rustlers,Lefghau,MF,12550000
240,g.chong,A,Punctual Rustlers,People's Land of Maneau,MF,24370000
241,d.pellegrino,A,Punctual Rustlers,People's Land of Maneau,MFDF,16000000
242,m.vasquez,A,Punctual Rustlers,Lefghau,MFFW,21540000
243,i.mlambo,A,Punctual Rustlers,Redohrainbri,MFFW,30080000
244,d.iskandar,A,Silver Heels,Byasier Pujan,DF,24870000
245,f.hove,A,Silver Heels,Coastpa Barleslands,DF,20680000
246,c.boyko,A,Silver Heels,Dosqaly,DF,9590000
247,b.masika,A,Silver Heels,People's Land of Maneau,DF,8880000
248,b.weiss,A,Silver Heels,People's Land of Maneau,DF,11480000
249,b.wright,A,Silver Heels,People's Land of Maneau,DF,16180000
250,k.machava,A,Silver Heels,People's Land of Maneau,DF,15200000
251,q.majawa,A,Silver Heels,People's Land of Maneau,DF,21290000
252,z.kayendeke,A,Silver Heels,People's Land of Maneau,DF,13180000
253,z.mutandwa,A,Silver Heels,People's Land of Maneau,DF,23280000
254,m.purnomo,A,Silver Heels,Central Diasongo,FW,26300000
255,d.morales,A,Silver Heels,Dosqaly,FW,13150000
256,f.diaz,A,Silver Heels,Southern Ristan,FW,22880000
257,x.nakanwagi,A,Silver Heels,Southern Ristan,FW,18630000
258,w.markovi,A,Silver Heels,Nancipenuaroe,FWMF,26070000
259,q.musimenta,A,Silver Heels,Nganion,GK,11470000
260,c.leroy,A,Silver Heels,People's Land of Maneau,GK,3970000
261,j.agaba,A,Silver Heels,Byasier Pujan,MF,23400000
262,e.mutebi,A,Silver Heels,Nancipenuaroe,MF,27490000
263,v.mahagna,A,Silver Heels,Ngoque Blicri,MF,21360000
264,j.mukalazi,A,Silver Heels,People's Land of Maneau,MF,26870000
265,a.nyasulu,A,Silver Heels,Rosvi,MF,23500000
266,i.joseph,A,Silver Heels,Southslands,MF,9510000
267,a.bruno,A,Silver Heels,People's Land of Maneau,MFFW,30890000
268,a.nakiranda,A,Solemn Cougars,Dosqaly,DF,10370000
269,q.sam,A,Solemn Cougars,Giumle Lizeibon,DF,14380000
270,s.kasamba,A,Solemn Cougars,Greri Landmoslands,DF,27320000
271,r.navarro,A,Solemn Cougars,Highhlaands,DF,19610000
272,t.nagujja,A,Solemn Cougars,Nancipenuaroe,DF,21540000
273,f.omara,A,Solemn Cougars,People's Land of Maneau,DF,21500000
274,y.deng,A,Solemn Cougars,People's Land of Maneau,DF,25330000
275,a.acheng,A,Solemn Cougars,Southern Ristan,DF,25870000
276,d.tawiah,A,Solemn Cougars,Thaijagypt,DF,11620000
277,m.happy,A,Solemn Cougars,Varijitri Isles,DF,21220000
278,c.mwesige,A,Solemn Cougars,People's Land of Maneau,DFFW,29350000
279,l.musoki,A,Solemn Cougars,People's Land of Maneau,FW,27430000
280,v.mudondo,A,Solemn Cougars,People's Land of Maneau,FW,32680000
281,h.mubaiwa,A,Solemn Cougars,Rarita,FW,1580000
282,i.nyamande,A,Solemn Cougars,Republic of Denand Landsa,FW,37280000
283,x.joly,A,Solemn Cougars,People's Land of Maneau,FWMF,38050000
284,s.zandamela,A,Solemn Cougars,Mico,GK,17000000
285,r.schubert,A,Solemn Cougars,Buhegeor,MF,21980000
286,o.nabirye,A,Solemn Cougars,Coastpa Barleslands,MF,10920000
287,q.annan,A,Solemn Cougars,Greri Landmoslands,MF,17530000
288,t.binmohamed,A,Solemn Cougars,People's Land of Maneau,MF,15990000
289,h.leong,A,Solemn Cougars,Southern Ristan,MF,29510000
290,c.kawooya,A,Solemn Cougars,Republic of Denand Landsa,MFDF,32300000
291,f.mtambo,A,Solemn Cougars,Nganion,MFFW,36830000
292,w.torok,A,Solemn Cougars,People's Land of Maneau,MFFW,31290000
293,x.boateng,A,Solemn Cougars,Southern Ristan,MFFW,26170000
294,q.higenyi,A,Solemn Cougars,Varijitri Isles,MFFW,20980000
295,o.bintimohamad,A,Somber Bombers,Djipines,DF,13730000
296,p.ferri,A,Somber Bombers,Highhlaands,DF,22930000
297,y.phe,A,Somber Bombers,Imaar Vircoand,DF,18870000
298,v.abiria,A,Somber Bombers,Nganion,DF,22160000
299,x.heikkila,A,Somber Bombers,People's Land of Maneau,DF,16010000
300,m.nabukwasi,A,Somber Bombers,Quewenia,DF,15440000
301,i.amoah,A,Somber Bombers,Slandsganiamayotteque,DF,10970000
302,f.kollar,A,Somber Bombers,Southslands,DF,32440000
303,v.lao,A,Somber Bombers,Xikong,DF,6550000
304,k.najjuma,A,Somber Bombers,Ngoque Blicri,DFMF,24690000
305,s.mbewe,A,Somber Bombers,People's Land of Maneau,DFMF,14050000
306,b.maturu,A,Somber Bombers,People's Land of Maneau,FW,22370000
307,d.athieno,A,Somber Bombers,People's Land of Maneau,FW,23810000
308,h.mafabi,A,Somber Bombers,Dosqaly,FWMF,20050000
309,r.dewit,A,Somber Bombers,Lefghau,FWMF,26680000
310,d.masereka,A,Somber Bombers,Ngoque Blicri,FWMF,13010000
311,r.wambi,A,Somber Bombers,People's Land of Maneau,FWMF,29920000
312,m.janssens,A,Somber Bombers,Ledian,GK,21840000
313,p.johansson,A,Somber Bombers,People's Land of Maneau,GK,23110000
314,n.kozowski,A,Somber Bombers,Ngoque Blicri,MF,7960000
315,a.nassanga,A,Somber Bombers,People's Land of Maneau,MF,22780000
316,m.ferrara,A,Somber Bombers,People's Land of Maneau,MF,16770000
317,y.ferrara,A,Somber Bombers,People's Land of Maneau,MF,34120000
318,z.yosef,A,Somber Bombers,People's Land of Maneau,MF,12040000
319,t.achan,A,Somber Bombers,Southslands,MF,23300000
320,c.kavis,A,Somber Bombers,People's Land of Maneau,MFDF,27790000
321,j.ptersons,A,Somber Bombers,Danan Seekeeling,MFFW,24490000
322,o.magi,A,Stacked Rocks,Central Diasongo,DF,26170000
323,c.magombo,A,Stacked Rocks,Djipines,DF,6920000
324,m.tang,A,Stacked Rocks,Djipines,DF,21800000
325,k.mpofu,A,Stacked Rocks,Nganion,DF,30790000
326,a.janssen,A,Stacked Rocks,People's Land of Maneau,DF,19030000
327,d.nishimura,A,Stacked Rocks,People's Land of Maneau,DF,20550000
328,e.koc,A,Stacked Rocks,Rarita,DF,14050000
329,w.karlsson,A,Stacked Rocks,Southern Ristan,DF,8610000
330,c.bai,A,Stacked Rocks,Western Niasland,DF,14830000
331,q.ariko,A,Stacked Rocks,Djipines,FW,34440000
332,c.kadosh,A,Stacked Rocks,Landli Blicporlip,FW,33020000
333,p.musiime,A,Stacked Rocks,Lefghau,FW,26930000
334,j.hakim,A,Stacked Rocks,People's Land of Maneau,FW,9770000
335,z.bintizakaria,A,Stacked Rocks,People's Land of Maneau,FW,31400000
336,l.kyalisiima,A,Stacked Rocks,Byasier Pujan,FWMF,19220000
337,d.namugerwa,A,Stacked Rocks,Imaar Vircoand,FWMF,29860000
338,c.guerrero,A,Stacked Rocks,Lefghau,FWMF,33230000
339,w.nasiru,A,Stacked Rocks,Rarita,GK,22410000
340,g.magnusson,A,Stacked Rocks,Dosqaly,MF,23890000
341,h.cardoso,A,Stacked Rocks,Dosqaly,MF,16120000
342,h.ruiz,A,Stacked Rocks,Imaar Vircoand,MF,25380000
343,a.kiss,A,Stacked Rocks,Mico,MF,12340000
344,i.nayak,A,Stacked Rocks,People's Land of Maneau,MF,12860000
345,v.alvarez,A,Stacked Rocks,Rarita,MF,27580000
346,j.tse,A,Swift Musketeers,Dosqaly,DF,14990000
347,w.twinamatsiko,A,Swift Musketeers,Mico,DF,11320000
348,k.ferrari,A,Swift Musketeers,Nancipenuaroe,DF,15610000
349,d.shahar,A,Swift Musketeers,Nkasland Cronestan,DF,12060000
350,f.fujihara,A,Swift Musketeers,People's Land of Maneau,DF,20700000
351,j.ssempijja,A,Swift Musketeers,People's Land of Maneau,DF,15840000
352,p.byamukama,A,Swift Musketeers,People's Land of Maneau,DF,18330000
353,q.tiko,A,Swift Musketeers,People's Land of Maneau,DF,12270000
354,w.alves,A,Swift Musketeers,People's Land of Maneau,DF,12900000
355,e.kuhn,A,Swift Musketeers,Dosqaly,DFMF,24300000
356,d.obeng,A,Swift Musketeers,Ngoque Blicri,FW,26810000
357,c.joly,A,Swift Musketeers,People's Land of Maneau,FW,18000000
358,t.acom,A,Swift Musketeers,People's Land of Maneau,FW,33590000
359,f.siddiqui,A,Swift Musketeers,Southslands,FW,26220000
360,s.sarpong,A,Swift Musketeers,Southslands,FW,26170000
361,d.tukamuhebwa,A,Swift Musketeers,People's Land of Maneau,FWMF,22990000
362,f.ribeiro,A,Swift Musketeers,People's Land of Maneau,GK,25830000
363,s.aslan,A,Swift Musketeers,People's Land of Maneau,GK,21840000
364,f.kabanda,A,Swift Musketeers,Dosqaly,MF,19880000
365,v.nakayima,A,Swift Musketeers,Nganion,MF,17210000
366,a.lombardi,A,Swift Musketeers,Ngoque Blicri,MF,38940000
367,a.avako,A,Swift Musketeers,People's Land of Maneau,MF,32070000
368,b.supriatna,A,Swift Musketeers,Quewenia,MF,10470000
369,g.abbas,A,Swift Musketeers,Reugha,MF,36720000
370,n.nyesiga,A,Swift Musketeers,Southslands,MF,13350000
371,z.alupo,A,Swift Musketeers,Central Republic of Boekrainego,MFFW,22590000
372,a.logose,A,Swift Musketeers,Lylimi,MFFW,21650000
373,c.namutebi,A,Swift Musketeers,People's Land of Maneau,MFFW,28860000
374,r.jacobs,A,Swift Musketeers,People's Land of Maneau,MFFW,25210000
375,c.danquah,A,Weak Tornadoes,Byasier Pujan,DF,15800000
376,j.tsan,A,Weak Tornadoes,Byasier Pujan,DF,11750000
377,z.kituyi,A,Weak Tornadoes,Central Republic of Boekrainego,DF,12790000
378,d.mo,A,Weak Tornadoes,Dosqaly,DF,3330000
379,e.nakayiza,A,Weak Tornadoes,Mico,DF,14690000
380,s.wafula,A,Weak Tornadoes,People's Land of Maneau,DF,8410000
381,h.byamugisha,A,Weak Tornadoes,Republic of Denand Landsa,DF,15270000
382,h.makoni,A,Weak Tornadoes,Slandsganiamayotteque,DF,11650000
383,t.teo,A,Weak Tornadoes,Slandsganiamayotteque,DF,11170000
384,g.cossa,A,Weak Tornadoes,Southern Ristan,DF,10910000
385,s.rahmani,A,Weak Tornadoes,Thaijagypt,DF,15810000
386,x.emmanuel,A,Weak Tornadoes,People's Land of Maneau,DFFW,18070000
387,e.saka,A,Weak Tornadoes,Rosvi,FW,28110000
388,f.namajja,A,Weak Tornadoes,Central Badad,FWDF,25300000
389,x.vtols,A,Weak Tornadoes,Greri Landmoslands,FWMF,34230000
390,m.iqbal,A,Weak Tornadoes,Lenia Gerdanho,FWMF,22670000
391,l.barman,A,Weak Tornadoes,People's Land of Maneau,FWMF,24850000
392,u.atugonza,A,Weak Tornadoes,Republic of Denand Landsa,FWMF,30250000
