,Player Name,League,Squad,Country,Position,Annualized Salary
59,I. Najjemba,A,Great Galactic Gorgons,Southslands,DF,24550000
60,X. Nalukenge,A,Great Galactic Gorgons,Southslands,DF,25340000
61,I. binti Omar,A,Great Galactic Gorgons,Djipines,DFMF,20450000
62,M. Ludwig,A,Great Galactic Gorgons,Rarita,DFMF,11910000
63,R. Lambert,A,Great Galactic Gorgons,Ngoque Blicri,FW,26200000
64,Y. Susanti,A,Great Galactic Gorgons,Ngoque Blicri,FW,27640000
65,A. Schmitt,A,Great Galactic Gorgons,People's Land of Maneau,FW,26370000
66,U. Rodriguês,A,Great Galactic Gorgons,People's Land of Maneau,FW,34980000
67,W. Swee,A,Great Galactic Gorgons,People's Land of Maneau,FW,19550000
68,M. Nkhata,A,Great Galactic Gorgons,People's Land of Maneau,FWDF,24470000
69,G. Elbaz,A,Great Galactic Gorgons,Dosqaly,FWMF,30260000
70,H. Gomani,A,Great Galactic Gorgons,Southslands,FWMF,29870000
71,A. Soong,A,Great Galactic Gorgons,People's Land of Maneau,GK,25510000
72,A. Tayebwa,A,Great Galactic Gorgons,Dosqaly,MF,10690000
73,D. Kojima,A,Great Galactic Gorgons,Highhlaands,MF,31520000
74,A. Aryemo,A,Great Galactic Gorgons,Ngoque Blicri,MF,32610000
75,G. Gustafsson,A,Great Galactic Gorgons,People's Land of Maneau,MF,30720000
76,H. Susanto,A,Great Galactic Gorgons,Redohrainbri,MF,18810000
77,F. Nakazibwe,A,Great Galactic Gorgons,People's Land of Maneau,MFDF,20660000
78,Z. Okon,A,Green Fleet,Byasier Pujan,DF,23880000
79,G. Nimusiima,A,Green Fleet,Central Diasongo,DF,3220000
80,D. Chen,A,Green Fleet,Lefghau,DF,24280000
81,C. Muyama,A,Green Fleet,People's Land of Maneau,DF,19050000
82,G. Hernández,A,Green Fleet,People's Land of Maneau,DF,14680000
83,L. Mugumya,A,Green Fleet,People's Land of Maneau,DF,12990000
84,U. Kaahwa,A,Green Fleet,People's Land of Maneau,DF,7230000
85,U. Wright,A,Green Fleet,People's Land of Maneau,DF,22000000
86,Z. Agyei,A,Green Fleet,People's Land of Maneau,DF,14770000
87,Q. Sarfo,A,Green Fleet,Xikong,DF,3260000
88,C. Gheorghe,A,Green Fleet,Central Diasongo,FW,17030000
89,I. Koomson,A,Green Fleet,Djipines,FW,21140000
90,L. Obote,A,Green Fleet,Dosqaly,FW,32590000
91,I. Abeja,A,Green Fleet,Janmico,FW,38440000
92,J. Namatovu,A,Green Fleet,People's Land of Maneau,FW,6920000
93,T. Ichikawa,A,Green Fleet,People's Land of Maneau,FW,31170000
94,Z. Nabaweesi,A,Green Fleet,People's Land of Maneau,FW,28400000
95,N. Gheorghe,A,Green Fleet,Republic of Denand Landsa,FW,27490000
96,L. Amadu,A,Green Fleet,Xikong,FW,32270000
97,S. Avraham,A,Green Fleet,Nganion,FWMF,27800000
98,G. Mwebaze,A,Green Fleet,Nganion,GK,18080000
99,P. Kabugo,A,Green Fleet,People's Land of Maneau,GK,19620000
100,C. Ji,A,Green Fleet,Greri Landmoslands,MF,31790000
101,Q. Nabutono,A,Green Fleet,Lefghau,MF,19920000
102,P. Bauri,A,Green Fleet,Ngoque Blicri,MF,35260000
103,A. Miura,A,Green Fleet,Rosvi,MF,16090000
104,U. Guerin,A,Green Fleet,Tabhu Striary,MF,4470000
105,G. Hartmann,A,Green Fleet,Byasier Pujan,MFFW,27650000
106,J. Rukundo,A,Green Fleet,Dosqaly,MFFW,31430000
107,A. Haruna,A,Horrible Grizzlies,Dosqaly,DF,23430000
108,D. Svensson,A,Horrible Grizzlies,Esia,DF,8810000
109,O. Khainza,A,Horrible Grizzlies,Lefghau,DF,11720000
110,Y. Eyotaru,A,Horrible Grizzlies,Mico,DF,15490000
111,D. Martini,A,Horrible Grizzlies,Nganion,DF,31860000
112,S. Namugere,A,Horrible Grizzlies,Nganion,DF,22230000
113,F. Kalule,A,Horrible Grizzlies,People's Land of Maneau,DF,27830000
114,T. Nouri,A,Horrible Grizzlies,People's Land of Maneau,DF,19540000
115,V. Thompson,A,Horrible Grizzlies,People's Land of Maneau,DF,31250000
116,V. bin Ali,A,Horrible Grizzlies,Sobianitedrucy,DF,24980000
117,S. Mlakar,A,Horrible Grizzlies,Dosqaly,FW,30800000
118,Q. Günther,A,Horrible Grizzlies,Esia,FW,29980000
119,J. Wan,A,Horrible Grizzlies,People's Land of Maneau,FW,20530000
120,Z. Makore,A,Horrible Grizzlies,People's Land of Maneau,FW,24900000
121,N. Nantege,A,Horrible Grizzlies,People's Land of Maneau,FWDF,33180000
122,A. Olobo,A,Horrible Grizzlies,Biarizea,FWMF,30470000
123,D. Kayira,A,Horrible Grizzlies,Slandsganiamayotteque,FWMF,26810000
124,E. Wibowo,A,Horrible Grizzlies,Coastpa Barleslands,GK,15120000
125,R. Wanyama,A,Horrible Grizzlies,Imaar Vircoand,GK,11490000
126,J. Nkrumah,A,Horrible Grizzlies,Nganion,GK,9830000
127,M. Matsumoto,A,Horrible Grizzlies,Dosqaly,MF,30800000
128,C. Nyesiga,A,Horrible Grizzlies,Manlisgamncent,MF,22560000
129,Y. Diallo,A,Horrible Grizzlies,Ngoque Blicri,MF,12230000
130,G. Baey,A,Horrible Grizzlies,People's Land of Maneau,MF,26330000
131,I. Makavan,A,Horrible Grizzlies,Sobianitedrucy,MF,27700000
132,H. Alobo,A,Horrible Grizzlies,Esia,MFFW,27350000
133,O. Nampeera,A,Horrible Grizzlies,People's Land of Maneau,MFFW,30150000
134,B. Longoli,A,Horrible Storm,Djipines,DF,9600000
135,A. Tay,A,Horrible Storm,Frenchdo Stanser,DF,28970000
136,D. Yusof,A,Horrible Storm,Nkasland Cronestan,DF,21510000
137,B. Stewart,A,Horrible Storm,People's Land of Maneau,DF,19400000
138,H. Steiner,A,Horrible Storm,People's Land of Maneau,DF,14950000
139,K. Mirkovi?,A,Horrible Storm,People's Land of Maneau,DF,17400000
140,Y. Aidoo,A,Horrible Storm,People's Land of Maneau,DF,23230000
141,H. Nsamba,A,Horrible Storm,Byasier Pujan,FW,24050000
142,E. Estrada,A,Horrible Storm,Frenchdo Stanser,FW,23230000
143,A. Popescu,A,Horrible Storm,People's Land of Maneau,FW,32520000
144,X. Yau,A,Horrible Storm,People's Land of Maneau,FW,15100000
145,K. Aliyu,A,Horrible Storm,Saintswacroa,FW,22290000
146,K. Muhumuza,A,Horrible Storm,People's Land of Maneau,FWMF,22310000
147,K. Namuwaya,A,Horrible Storm,People's Land of Maneau,FWMF,25750000
148,N. Bondarenko,A,Horrible Storm,People's Land of Maneau,FWMF,30860000
149,S. Tamale,A,Horrible Storm,Imaar Vircoand,GK,26390000
150,K. Makaza,A,Horrible Storm,Dosqaly,MF,11530000
151,R. Akech,A,Horrible Storm,Eastern Covaki,MF,17110000
152,L. Egger,A,Horrible Storm,Lefghau,MF,13950000
153,Z. Cher,A,Horrible Storm,Ngoque Blicri,MF,29810000
154,G. Baey,A,Horrible Storm,People's Land of Maneau,MF,30190000
155,T. Nkhoma,A,Horrible Storm,Southslands,MF,26430000
156,Q. Mbambu,A,Horrible Storm,Lefghau,MFFW,27710000
157,Y. Nabulo,A,Horrible Storm,People's Land of Maneau,MFFW,10500000
158,Z. Chipeta,A,Mighty Jays,Esia,DF,14950000
159,D. Asaba,A,Mighty Jays,Greri Landmoslands,DF,8490000
160,S. Chided,A,Mighty Jays,Lefghau,DF,14780000
161,S. Kaggwa,A,Mighty Jays,Lefghau,DF,17980000
162,E. ?ta,A,Mighty Jays,Nganion,DF,8670000
163,Z. Semakula,A,Mighty Jays,Nganion,DF,25460000
164,Q. Aini,A,Mighty Jays,Ngoque Blicri,DF,16720000
165,E. Ramezani,A,Mighty Jays,People's Land of Maneau,DF,13270000
166,V. Ram,A,Mighty Jays,People's Land of Maneau,DF,14380000
167,Z. Nakagawa,A,Mighty Jays,People's Land of Maneau,DF,19000000
168,A. Akoth,A,Mighty Jays,Unicorporated Tiagascar,DF,20000000
169,G. Siddiqui,A,Mighty Jays,Central Diasongo,FW,28170000
170,U. Nalumansi,A,Mighty Jays,Czechnor,FW,26610000
171,F. Heng,A,Mighty Jays,Dosqaly,FW,25220000
172,I. Kakuru,A,Mighty Jays,Lefghau,FW,35710000
173,C. Ssentamu,A,Mighty Jays,People's Land of Maneau,FW,26670000
174,I. Nugraha,A,Mighty Jays,People's Land of Maneau,FW,22990000
175,G. Dijkstra,A,Mighty Jays,People's Land of Maneau,FWDF,26510000
176,U. Chio,A,Mighty Jays,Lefghau,FWMF,24940000
177,Z. Marini,A,Mighty Jays,Central Republic of Boekrainego,GK,24650000
178,X. Adikini,A,Mighty Jays,Cuandbo,GK,18110000
179,V. Kumwenda,A,Mighty Jays,Esia,GK,36670000
180,J. Rolland,A,Mighty Jays,Frenchdo Stanser,MF,7580000
181,M. Kusiima,A,Mighty Jays,Nancipenuaroe,MF,34240000
182,A. Vang,A,Mighty Jays,Nganion,MF,15070000
183,Y. Ferrara,A,Mighty Jays,People's Land of Maneau,MF,28900000
184,H. David,A,Mighty Jays,Redohrainbri,MF,33160000
185,K. Abalo,A,Mighty Jays,Quewenia,MFDF,15940000
186,E. Nakanjako,A,Mighty Jays,Rarita,MFFW,10750000
187,V. Garcia,A,Old Mustangs,Byasier Pujan,DF,16030000
188,A. Sihombing,A,Old Mustangs,Central Namemo Laand,DF,23440000
189,F. Nassolo,A,Old Mustangs,Djipines,DF,26640000
190,M. Tumuramye,A,Old Mustangs,Ngoque Blicri,DF,28620000
191,E. Ruzvidzo,A,Old Mustangs,People's Land of Maneau,DF,19420000
192,I. Kabagenyi,A,Old Mustangs,People's Land of Maneau,DF,18110000
193,T. Chebet,A,Old Mustangs,People's Land of Maneau,DF,9420000
194,Z. Rojas,A,Old Mustangs,People's Land of Maneau,DF,28960000
195,I. Ssentongo,A,Old Mustangs,Varijitri Isles,DF,10370000
196,X. Nazari,A,Old Mustangs,Ingre,DFFW,4160000
197,M. Carpentier,A,Old Mustangs,Lefghau,DFMF,25960000
198,Y. Niemi,A,Old Mustangs,Coastpa Barleslands,FW,33480000
199,Y. Wood,A,Old Mustangs,Frenchdo Stanser,FW,29870000
200,E. Alowo,A,Old Mustangs,Greri Landmoslands,FW,31060000
201,F. Njoku,A,Old Mustangs,Lefghau,FW,28160000
202,W. Kayange,A,Old Mustangs,Southern Ristan,FW,23150000
203,L. Edwards,A,Old Mustangs,People's Land of Maneau,FWMF,23610000
204,U. Nakazibwe,A,Old Mustangs,Lefghau,GK,29470000
205,F. Walker,A,Old Mustangs,Nganion,GK,10160000
206,P. Tetteh,A,Old Mustangs,Southslands,GK,22300000
207,V. Waswa,A,Old Mustangs,Byasier Pujan,MF,18870000
208,V. Mattila,A,Old Mustangs,Iverde,MF,27620000
209,I. Aidoo,A,Old Mustangs,Nganion,MF,18570000
210,Q. Johnsen,A,Old Mustangs,People's Land of Maneau,MF,34130000
211,H. Twongirwe,A,Old Mustangs,People's Land of Maneau,MFDF,16190000
212,P. Saputra,A,Old Mustangs,People's Land of Maneau,MFDF,23070000
213,A. Logose,A,Old Mustangs,Lylimi,MFFW,24420000
214,Q. Nakityo,A,Old Mustangs,Quewenia,MFFW,26040000
215,N. Kamusiime,A,Punctual Rustlers,Dosqaly,DF,25780000
216,A. Tumuhaise,A,Punctual Rustlers,People's Land of Maneau,DF,14430000
217,H. Farina,A,Punctual Rustlers,People's Land of Maneau,DF,27230000
218,S. Debnath,A,Punctual Rustlers,People's Land of Maneau,DF,12330000
219,I. Namugosa,A,Punctual Rustlers,Western Niasland,DF,12280000
220,G. Tukwasibwe,A,Punctual Rustlers,Dosqaly,DFFW,17550000
221,A. Berisha,A,Punctual Rustlers,People's Land of Maneau,DFFW,16380000
222,T. Kafuko,A,Punctual Rustlers,Southslands,DFMF,21060000
223,L. Lechner,A,Punctual Rustlers,Lefghau,FW,32310000
224,C. Namutebi,A,Punctual Rustlers,People's Land of Maneau,FW,39230000
225,N. Ono,A,Punctual Rustlers,People's Land of Maneau,FW,27840000
226,J. Lysenko,A,Punctual Rustlers,Sobianitedrucy,FW,24740000
227,R. Arai,A,Punctual Rustlers,Varijitri Isles,FW,25630000
228,H. Turyatunga,A,Punctual Rustlers,Republic of Denand Landsa,FWDF,30270000
229,T. Zoabi,A,Punctual Rustlers,People's Land of Maneau,FWMF,17930000
230,N. Namwanje,A,Punctual Rustlers,Western Niasland,FWMF,31880000
231,H. Ochan,A,Punctual Rustlers,Greri Landmoslands,GK,27720000
232,X. Neri,A,Punctual Rustlers,People's Land of Maneau,GK,13340000
233,M. Ngamita,A,Punctual Rustlers,Xikong,GK,13320000
234,M. Nankwanga,A,Punctual Rustlers,Central Diasongo,MF,21800000
235,B. Kor,A,Punctual Rustlers,Cuandbo,MF,27560000
236,S. Peretz,A,Punctual Rustlers,Djipines,MF,13610000
237,K. Van den Berg *,A,Punctual Rustlers,Dosqaly,MF,20930000
238,X. Muhwezi,A,Punctual Rustlers,Greri Landmoslands,MF,19300000
239,R. Gentile,A,Punctual Rustlers,Lefghau,MF,12550000
240,G. Chong,A,Punctual Rustlers,People's Land of Maneau,MF,24370000
241,D. Pellegrino,A,Punctual Rustlers,People's Land of Maneau,MFDF,16000000
242,M. Vásquez,A,Punctual Rustlers,Lefghau,MFFW,21540000
243,I. Mlambo,A,Punctual Rustlers,Redohrainbri,MFFW,30080000
244,D. Iskandar,A,Silver Heels,Byasier Pujan,DF,24870000
245,F. Hove,A,Silver Heels,Coastpa Barleslands,DF,20680000
246,C. Boyko,A,Silver Heels,Dosqaly,DF,9590000
247,B. Masika,A,Silver Heels,People's Land of Maneau,DF,8880000
248,B. Weiß,A,Silver Heels,People's Land of Maneau,DF,11480000
249,B. Wright,A,Silver Heels,People's Land of Maneau,DF,16180000
250,K. Machava,A,Silver Heels,People's Land of Maneau,DF,15200000
251,Q. Majawa,A,Silver Heels,People's Land of Maneau,DF,21290000
252,Z. Kayendeke,A,Silver Heels,People's Land of Maneau,DF,13180000
253,Z. Mutandwa,A,Silver Heels,People's Land of Maneau,DF,23280000
254,M. Purnomo,A,Silver Heels,Central Diasongo,FW,26300000
255,D. Morales,A,Silver Heels,Dosqaly,FW,13150000
256,F. Diaz,A,Silver Heels,Southern Ristan,FW,22880000
257,X. Nakanwagi,A,Silver Heels,Southern Ristan,FW,18630000
258,W. Markovi?,A,Silver Heels,Nancipenuaroe,FWMF,26070000
259,Q. Musimenta,A,Silver Heels,Nganion,GK,11470000
260,C. Leroy,A,Silver Heels,People's Land of Maneau,GK,3970000
261,J. Agaba,A,Silver Heels,Byasier Pujan,MF,23400000
262,E. Mutebi,A,Silver Heels,Nancipenuaroe,MF,27490000
263,V. Mahagna,A,Silver Heels,Ngoque Blicri,MF,21360000
264,J. Mukalazi,A,Silver Heels,People's Land of Maneau,MF,26870000
265,A. Nyasulu,A,Silver Heels,Rosvi,MF,23500000
266,I. Joseph,A,Silver Heels,Southslands,MF,9510000
267,A. Bruno,A,Silver Heels,People's Land of Maneau,MFFW,30890000
268,A. Nakiranda,A,Solemn Cougars,Dosqaly,DF,10370000
269,Q. Sam,A,Solemn Cougars,Giumle Lizeibon,DF,14380000
270,S. Kasamba,A,Solemn Cougars,Greri Landmoslands,DF,27320000
271,R. Navarro,A,Solemn Cougars,Highhlaands,DF,19610000
272,T. Nagujja,A,Solemn Cougars,Nancipenuaroe,DF,21540000
273,F. Omara,A,Solemn Cougars,People's Land of Maneau,DF,21500000
274,Y. Deng,A,Solemn Cougars,People's Land of Maneau,DF,25330000
275,A. Acheng,A,Solemn Cougars,Southern Ristan,DF,25870000
276,D. Tawiah,A,Solemn Cougars,Thaijagypt,DF,11620000
277,M. Happy,A,Solemn Cougars,Varijitri Isles,DF,21220000
278,C. Mwesige,A,Solemn Cougars,People's Land of Maneau,DFFW,29350000
279,L. Musoki,A,Solemn Cougars,People's Land of Maneau,FW,27430000
280,V. Mudondo,A,Solemn Cougars,People's Land of Maneau,FW,32680000
281,H. Mubaiwa,A,Solemn Cougars,Rarita,FW,1580000
282,I. Nyamande,A,Solemn Cougars,Republic of Denand Landsa,FW,37280000
283,X. Joly,A,Solemn Cougars,People's Land of Maneau,FWMF,38050000
284,S. Zandamela,A,Solemn Cougars,Mico,GK,17000000
285,R. Schubert,A,Solemn Cougars,Buhegeor,MF,21980000
286,O. Nabirye,A,Solemn Cougars,Coastpa Barleslands,MF,10920000
287,Q. Annan,A,Solemn Cougars,Greri Landmoslands,MF,17530000
288,T. bin Mohamed,A,Solemn Cougars,People's Land of Maneau,MF,15990000
289,H. Leong,A,Solemn Cougars,Southern Ristan,MF,29510000
290,C. Kawooya,A,Solemn Cougars,Republic of Denand Landsa,MFDF,32300000
291,F. Mtambo,A,Solemn Cougars,Nganion,MFFW,36830000
292,W. Török,A,Solemn Cougars,People's Land of Maneau,MFFW,31290000
293,X. Boateng,A,Solemn Cougars,Southern Ristan,MFFW,26170000
294,Q. Higenyi,A,Solemn Cougars,Varijitri Isles,MFFW,20980000
295,O. binti Mohamad,A,Somber Bombers,Djipines,DF,13730000
296,P. Ferri,A,Somber Bombers,Highhlaands,DF,22930000
297,Y. Phe,A,Somber Bombers,Imaar Vircoand,DF,18870000
298,V. Abiria,A,Somber Bombers,Nganion,DF,22160000
299,X. Heikkilä,A,Somber Bombers,People's Land of Maneau,DF,16010000
300,M. Nabukwasi,A,Somber Bombers,Quewenia,DF,15440000
301,I. Amoah,A,Somber Bombers,Slandsganiamayotteque,DF,10970000
302,F. Kollár,A,Somber Bombers,Southslands,DF,32440000
303,V. Lao,A,Somber Bombers,Xikong,DF,6550000
304,K. Najjuma,A,Somber Bombers,Ngoque Blicri,DFMF,24690000
305,S. Mbewe,A,Somber Bombers,People's Land of Maneau,DFMF,14050000
306,B. Maturu,A,Somber Bombers,People's Land of Maneau,FW,22370000
307,D. Athieno,A,Somber Bombers,People's Land of Maneau,FW,23810000
308,H. Mafabi,A,Somber Bombers,Dosqaly,FWMF,20050000
309,R. De Wit,A,Somber Bombers,Lefghau,FWMF,26680000
310,D. Masereka,A,Somber Bombers,Ngoque Blicri,FWMF,13010000
311,R. Wambi,A,Somber Bombers,People's Land of Maneau,FWMF,29920000
312,M. Janssens,A,Somber Bombers,Ledian,GK,21840000
313,P. Johansson,A,Somber Bombers,People's Land of Maneau,GK,23110000
314,N. Koz?owski,A,Somber Bombers,Ngoque Blicri,MF,7960000
315,A. Nassanga,A,Somber Bombers,People's Land of Maneau,MF,22780000
316,M. Ferrara,A,Somber Bombers,People's Land of Maneau,MF,16770000
317,Y. Ferrara,A,Somber Bombers,People's Land of Maneau,MF,34120000
318,Z. Yosef,A,Somber Bombers,People's Land of Maneau,MF,12040000
319,T. Achan,A,Somber Bombers,Southslands,MF,23300000
320,C. K?avi?š,A,Somber Bombers,People's Land of Maneau,MFDF,27790000
321,J. P?tersons,A,Somber Bombers,Danan Seekeeling,MFFW,24490000
322,O. Mägi,A,Stacked Rocks,Central Diasongo,DF,26170000
323,C. Magombo,A,Stacked Rocks,Djipines,DF,6920000
324,M. Tang,A,Stacked Rocks,Djipines,DF,21800000
325,K. Mpofu,A,Stacked Rocks,Nganion,DF,30790000
326,A. Janssen,A,Stacked Rocks,People's Land of Maneau,DF,19030000
327,D. Nishimura,A,Stacked Rocks,People's Land of Maneau,DF,20550000
328,E. Koç,A,Stacked Rocks,Rarita,DF,14050000
329,W. Karlsson,A,Stacked Rocks,Southern Ristan,DF,8610000
330,C. Bai,A,Stacked Rocks,Western Niasland,DF,14830000
331,Q. Ariko,A,Stacked Rocks,Djipines,FW,34440000
332,C. Kadosh,A,Stacked Rocks,Landli Blicporlip,FW,33020000
333,P. Musiime,A,Stacked Rocks,Lefghau,FW,26930000
334,J. Hakim,A,Stacked Rocks,People's Land of Maneau,FW,9770000
335,Z. binti Zakaria,A,Stacked Rocks,People's Land of Maneau,FW,31400000
336,L. Kyalisiima,A,Stacked Rocks,Byasier Pujan,FWMF,19220000
337,D. Namugerwa,A,Stacked Rocks,Imaar Vircoand,FWMF,29860000
338,C. Guerrero,A,Stacked Rocks,Lefghau,FWMF,33230000
339,W. Nasiru,A,Stacked Rocks,Rarita,GK,22410000
340,G. Magnusson,A,Stacked Rocks,Dosqaly,MF,23890000
341,H. Cardoso,A,Stacked Rocks,Dosqaly,MF,16120000
342,H. Ruiz,A,Stacked Rocks,Imaar Vircoand,MF,25380000
343,A. Kiss,A,Stacked Rocks,Mico,MF,12340000
344,I. Nayak,A,Stacked Rocks,People's Land of Maneau,MF,12860000
345,V. Álvarez,A,Stacked Rocks,Rarita,MF,27580000
346,J. Tse,A,Swift Musketeers,Dosqaly,DF,14990000
347,W. Twinamatsiko,A,Swift Musketeers,Mico,DF,11320000
348,K. Ferrari,A,Swift Musketeers,Nancipenuaroe,DF,15610000
349,D. Shahar,A,Swift Musketeers,Nkasland Cronestan,DF,12060000
350,F. Fujihara,A,Swift Musketeers,People's Land of Maneau,DF,20700000
351,J. Ssempijja,A,Swift Musketeers,People's Land of Maneau,DF,15840000
352,P. Byamukama,A,Swift Musketeers,People's Land of Maneau,DF,18330000
353,Q. Tiko,A,Swift Musketeers,People's Land of Maneau,DF,12270000
354,W. Alves,A,Swift Musketeers,People's Land of Maneau,DF,12900000
355,E. Kühn,A,Swift Musketeers,Dosqaly,DFMF,24300000
356,D. Obeng,A,Swift Musketeers,Ngoque Blicri,FW,26810000
357,C. Joly,A,Swift Musketeers,People's Land of Maneau,FW,18000000
358,T. Acom,A,Swift Musketeers,People's Land of Maneau,FW,33590000
359,F. Siddiqui,A,Swift Musketeers,Southslands,FW,26220000
360,S. Sarpong,A,Swift Musketeers,Southslands,FW,26170000
361,D. Tukamuhebwa,A,Swift Musketeers,People's Land of Maneau,FWMF,22990000
362,F. Ribeiro,A,Swift Musketeers,People's Land of Maneau,GK,25830000
363,S. Aslan,A,Swift Musketeers,People's Land of Maneau,GK,21840000
364,F. Kabanda,A,Swift Musketeers,Dosqaly,MF,19880000
365,V. Nakayima,A,Swift Musketeers,Nganion,MF,17210000
366,A. Lombardi,A,Swift Musketeers,Ngoque Blicri,MF,38940000
367,A. Avako,A,Swift Musketeers,People's Land of Maneau,MF,32070000
368,B. Supriatna,A,Swift Musketeers,Quewenia,MF,10470000
369,G. Abbas,A,Swift Musketeers,Reugha,MF,36720000
370,N. Nyesiga,A,Swift Musketeers,Southslands,MF,13350000
371,Z. Alupo,A,Swift Musketeers,Central Republic of Boekrainego,MFFW,22590000
372,A. Logose,A,Swift Musketeers,Lylimi,MFFW,21650000
373,C. Namutebi,A,Swift Musketeers,People's Land of Maneau,MFFW,28860000
374,R. Jacobs,A,Swift Musketeers,People's Land of Maneau,MFFW,25210000
375,C. Danquah,A,Weak Tornadoes,Byasier Pujan,DF,15800000
376,J. Tsan,A,Weak Tornadoes,Byasier Pujan,DF,11750000
377,Z. Kituyi,A,Weak Tornadoes,Central Republic of Boekrainego,DF,12790000
378,D. Mo,A,Weak Tornadoes,Dosqaly,DF,3330000
379,E. Nakayiza,A,Weak Tornadoes,Mico,DF,14690000
380,S. Wafula,A,Weak Tornadoes,People's Land of Maneau,DF,8410000
381,H. Byamugisha,A,Weak Tornadoes,Republic of Denand Landsa,DF,15270000
