,Player Name,League,Squad,Country,Position,Annualized Salary
103,H. Kamugisha,A,Green Fleet,People's Land of Maneau,MF,600000
104,U. García,A,Green Fleet,People's Land of Maneau,MF,19510000
105,A. Miura,A,Green Fleet,Rosvi,MF,14710000
106,S. Avraham,A,Green Fleet,Nganion,MFFW,25530000
107,E. Taylor,A,Green Fleet,People's Land of Maneau,MFFW,26050000
108,Y. Torres,A,Green Fleet,Rarita,MFFW,31750000
109,A. Haruna,A,Horrible Grizzlies,Dosqaly,DF,22300000
110,D. Svensson,A,Horrible Grizzlies,Esia,DF,8210000
111,Y. Eyotaru,A,Horrible Grizzlies,Mico,DF,15210000
112,D. Martini,A,Horrible Grizzlies,Nganion,DF,29120000
113,S. Namugere,A,Horrible Grizzlies,Nganion,DF,20740000
114,T. Nouri,A,Horrible Grizzlies,People's Land of Maneau,DF,19220000
115,U. Ortíz,A,Horrible Grizzlies,People's Land of Maneau,DF,22360000
116,V. Thompson,A,Horrible Grizzlies,People's Land of Maneau,DF,29130000
117,V. bin Ali,A,Horrible Grizzlies,Sobianitedrucy,DF,22910000
118,S. Mlakar,A,Horrible Grizzlies,Dosqaly,FW,28230000
119,U. Chio,A,Horrible Grizzlies,Lefghau,FW,35420000
120,M. Abur,A,Horrible Grizzlies,Moaithe,FW,9800000
121,F. Pellegrini,A,Horrible Grizzlies,Nganion,FW,38070000
122,G. Adriko,A,Horrible Grizzlies,People's Land of Maneau,FW,10070000
123,N. Nantege,A,Horrible Grizzlies,People's Land of Maneau,FW,32380000
124,Z. Makore,A,Horrible Grizzlies,People's Land of Maneau,FW,22760000
125,D. Kayira,A,Horrible Grizzlies,Slandsganiamayotteque,FW,26640000
126,X. Nakanwagi,A,Horrible Grizzlies,Southern Ristan,FW,25810000
127,R. Wanyama,A,Horrible Grizzlies,Imaar Vircoand,GK,10480000
128,J. Nkrumah,A,Horrible Grizzlies,Nganion,GK,9020000
129,M. Matsumoto,A,Horrible Grizzlies,Dosqaly,MF,30730000
130,C. Nyesiga,A,Horrible Grizzlies,Manlisgamncent,MF,21820000
131,Y. Diallo,A,Horrible Grizzlies,Ngoque Blicri,MF,11200000
132,G. Baey,A,Horrible Grizzlies,People's Land of Maneau,MF,24870000
133,I. Makavan,A,Horrible Grizzlies,Sobianitedrucy,MF,25620000
134,J. Wan,A,Horrible Grizzlies,People's Land of Maneau,MFFW,20170000
135,O. Nampeera,A,Horrible Grizzlies,People's Land of Maneau,MFFW,29250000
136,B. Longoli,A,Horrible Storm,Djipines,DF,8840000
137,F. Shkreli,A,Horrible Storm,Dosqaly,DF,20460000
138,A. Tay,A,Horrible Storm,Frenchdo Stanser,DF,28430000
139,B. Stewart,A,Horrible Storm,People's Land of Maneau,DF,18400000
140,H. Steiner,A,Horrible Storm,People's Land of Maneau,DF,14840000
141,K. Mirkovi?,A,Horrible Storm,People's Land of Maneau,DF,16040000
142,Y. Aidoo,A,Horrible Storm,People's Land of Maneau,DF,22850000
143,C. Nyaketcho,A,Horrible Storm,Southern Ristan,DF,17740000
144,Q. Mbambu,A,Horrible Storm,Lefghau,FW,25430000
145,K. Muhumuza,A,Horrible Storm,People's Land of Maneau,FW,21160000
146,M. Adoch,A,Horrible Storm,United Provinces of Somoe,FW,24670000
147,H. Nsamba,A,Horrible Storm,Byasier Pujan,FWMF,23390000
148,R. Dijkstra,A,Horrible Storm,Central Diasongo,FWMF,15770000
149,E. Estrada,A,Horrible Storm,Frenchdo Stanser,FWMF,22460000
150,E. Amponsah,A,Horrible Storm,Nganion,FWMF,25630000
151,K. Namuwaya,A,Horrible Storm,People's Land of Maneau,FWMF,25190000
152,C. Quartey,A,Horrible Storm,Slandsganiamayotteque,FWMF,6060000
153,J. Turyasingura,A,Horrible Storm,Nganion,GK,20310000
154,K. Lin,A,Horrible Storm,People's Land of Maneau,GK,7440000
155,S. Herrera,A,Horrible Storm,People's Land of Maneau,GK,11460000
156,M. Alzahrani,A,Horrible Storm,Redohrainbri,GK,17380000
157,R. Akech,A,Horrible Storm,Eastern Covaki,MF,16420000
158,L. Egger,A,Horrible Storm,Lefghau,MF,13820000
159,Z. Cher,A,Horrible Storm,Ngoque Blicri,MF,27170000
160,P. Shehu,A,Horrible Storm,People's Land of Maneau,MF,18920000
161,T. Nkhoma,A,Horrible Storm,Southslands,MF,25310000
162,H. Shoko,A,Horrible Storm,Nganion,MFFW,3370000
163,C. Awad,A,Horrible Storm,People's Land of Maneau,MFFW,15720000
164,Z. Chipeta,A,Mighty Jays,Esia,DF,14080000
165,D. Asaba,A,Mighty Jays,Greri Landmoslands,DF,7750000
166,D. Wolf,A,Mighty Jays,Ingre,DF,19710000
167,S. Kaggwa,A,Mighty Jays,Lefghau,DF,17950000
168,C. Nakitto,A,Mighty Jays,Nganion,DF,19980000
169,E. ?ta,A,Mighty Jays,Nganion,DF,8240000
170,Z. Semakula,A,Mighty Jays,Nganion,DF,24350000
171,Q. Aini,A,Mighty Jays,Ngoque Blicri,DF,15740000
172,E. Ramezani,A,Mighty Jays,People's Land of Maneau,DF,12130000
173,V. Ram,A,Mighty Jays,People's Land of Maneau,DF,13530000
174,Z. Nakagawa,A,Mighty Jays,People's Land of Maneau,DF,17820000
175,A. Akoth,A,Mighty Jays,Unicorporated Tiagascar,DF,19560000
176,G. Dijkstra,A,Mighty Jays,People's Land of Maneau,DFFW,26490000
177,G. Siddiqui,A,Mighty Jays,Central Diasongo,FW,26640000
178,U. Nalumansi,A,Mighty Jays,Czechnor,FW,26570000
179,F. Heng,A,Mighty Jays,Dosqaly,FW,23830000
180,B. Asiedu,A,Mighty Jays,Isle of Lababwe,FW,22000000
181,I. Kakuru,A,Mighty Jays,Lefghau,FW,33480000
182,C. Ssentamu,A,Mighty Jays,People's Land of Maneau,FW,26450000
183,I. Nugraha,A,Mighty Jays,People's Land of Maneau,FW,21840000
184,V. Kumwenda,A,Mighty Jays,Esia,GK,33830000
185,S. Tamale,A,Mighty Jays,Imaar Vircoand,GK,21810000
186,S. Tenywa,A,Mighty Jays,Dosqaly,MF,15010000
187,E. Boadu,A,Mighty Jays,Esia,MF,28580000
188,T. Robert,A,Mighty Jays,Janmico,MF,21570000
189,A. Vang,A,Mighty Jays,Nganion,MF,14960000
190,K. Abalo,A,Mighty Jays,Quewenia,MF,14600000
191,E. Nakanjako,A,Mighty Jays,Rarita,MF,9790000
192,Y. Ferrara,A,Mighty Jays,People's Land of Maneau,MFFW,27240000
193,C. Carvalho,A,Odd Ducks,Byasier Pujan,DF,11420000
194,N. Dekker,A,Odd Ducks,Djipines,DF,20810000
195,V. Nalukwago,A,Odd Ducks,Nganion,DF,23060000
196,C. Hasanovi?,A,Odd Ducks,People's Land of Maneau,DF,9660000
197,C. Perkovi?,A,Odd Ducks,People's Land of Maneau,DF,13860000
198,D. Lejeune,A,Odd Ducks,People's Land of Maneau,DF,25700000
199,D. Mwandira,A,Odd Ducks,People's Land of Maneau,DF,13180000
200,F. Arslan,A,Odd Ducks,People's Land of Maneau,DF,16800000
201,N. Medina,A,Odd Ducks,People's Land of Maneau,DF,15050000
202,O. Estrada,A,Odd Ducks,People's Land of Maneau,DF,11280000
203,X. Sartori,A,Odd Ducks,People's Land of Maneau,DF,7780000
204,B. Maturu,A,Odd Ducks,People's Land of Maneau,FW,32790000
205,P. Biira,A,Odd Ducks,People's Land of Maneau,FWMF,25580000
206,W. Rashid,A,Odd Ducks,People's Land of Maneau,FWMF,20860000
207,I. Mlambo,A,Odd Ducks,Redohrainbri,FWMF,31340000
208,A. Soong,A,Odd Ducks,People's Land of Maneau,GK,10210000
209,F. Malik,A,Odd Ducks,Southslands,GK,11480000
210,N. Zhu,A,Odd Ducks,Byasier Pujan,MF,11190000
211,C. Mawejje,A,Odd Ducks,Djipines,MF,15270000
212,A. Henry,A,Odd Ducks,Mico,MF,15360000
213,B. Nakayiwa,A,Odd Ducks,People's Land of Maneau,MF,9090000
214,F. Afful,A,Odd Ducks,People's Land of Maneau,MF,25600000
215,I. Ghoe,A,Odd Ducks,People's Land of Maneau,MF,33400000
216,X. Ferraro,A,Odd Ducks,Western Niasland,MF,25620000
217,N. Kaiser,A,Odd Ducks,People's Land of Maneau,MFDF,28090000
218,T. Cheung,A,Odd Ducks,Djipines,MFFW,28720000
219,D. Masereka,A,Odd Ducks,Ngoque Blicri,MFFW,19390000
220,V. Garcia,A,Old Mustangs,Byasier Pujan,DF,15760000
221,A. Sihombing,A,Old Mustangs,Central Namemo Laand,DF,23310000
222,F. Nassolo,A,Old Mustangs,Djipines,DF,25760000
223,Q. Achom,A,Old Mustangs,Manlisgamncent,DF,18130000
224,M. Tumuramye,A,Old Mustangs,Ngoque Blicri,DF,28610000
225,T. Chebet,A,Old Mustangs,People's Land of Maneau,DF,8630000
226,T. Syed,A,Old Mustangs,People's Land of Maneau,DF,16290000
227,Z. Rojas,A,Old Mustangs,People's Land of Maneau,DF,28690000
228,Y. Niemi,A,Old Mustangs,Coastpa Barleslands,FW,30940000
229,Y. Wood,A,Old Mustangs,Frenchdo Stanser,FW,27820000
230,F. Njoku,A,Old Mustangs,Lefghau,FW,26870000
231,W. Kayange,A,Old Mustangs,Southern Ristan,FW,22510000
232,A. Logose,A,Old Mustangs,Lylimi,FWMF,22770000
233,Q. Nakityo,A,Old Mustangs,Quewenia,FWMF,24430000
234,U. Nakazibwe,A,Old Mustangs,Lefghau,GK,26960000
235,F. Walker,A,Old Mustangs,Nganion,GK,9410000
236,V. Waswa,A,Old Mustangs,Byasier Pujan,MF,18650000
237,V. Mattila,A,Old Mustangs,Iverde,MF,26040000
238,M. Carpentier,A,Old Mustangs,Lefghau,MF,24160000
239,H. Twongirwe,A,Old Mustangs,People's Land of Maneau,MF,15940000
240,Q. Johnsen,A,Old Mustangs,People's Land of Maneau,MF,33470000
241,P. Saputra,A,Old Mustangs,People's Land of Maneau,MFDF,22110000
242,I. Ocen,A,Old Mustangs,People's Land of Maneau,MFFW,34750000
243,L. Edwards,A,Old Mustangs,People's Land of Maneau,MFFW,22900000
244,N. Kamusiime,A,Punctual Rustlers,Dosqaly,DF,25250000
245,B. Hungwe,A,Punctual Rustlers,People's Land of Maneau,DF,14690000
246,H. Farina,A,Punctual Rustlers,People's Land of Maneau,DF,24960000
247,S. Debnath,A,Punctual Rustlers,People's Land of Maneau,DF,11700000
248,W. Nakiyingi,A,Punctual Rustlers,People's Land of Maneau,DF,10570000
249,J. Dahiru,A,Punctual Rustlers,Rarita,DF,16290000
250,T. Kafuko,A,Punctual Rustlers,Southslands,DF,20130000
251,I. Namugosa,A,Punctual Rustlers,Western Niasland,DF,11460000
252,M. Villa,A,Punctual Rustlers,Coastpa Barleslands,FW,20480000
253,L. Lechner,A,Punctual Rustlers,Lefghau,FW,32260000
254,N. Ono,A,Punctual Rustlers,People's Land of Maneau,FW,25950000
255,J. Lysenko,A,Punctual Rustlers,Sobianitedrucy,FW,23090000
256,R. Arai,A,Punctual Rustlers,Varijitri Isles,FW,23730000
257,X. Neri,A,Punctual Rustlers,People's Land of Maneau,GK,12620000
258,M. Nankwanga,A,Punctual Rustlers,Central Diasongo,MF,20750000
259,B. Kor,A,Punctual Rustlers,Cuandbo,MF,25790000
260,T. Nyanzi,A,Punctual Rustlers,Dosqaly,MF,9380000
261,X. Muhwezi,A,Punctual Rustlers,Greri Landmoslands,MF,18960000
262,D. Pellegrino,A,Punctual Rustlers,People's Land of Maneau,MF,15970000
263,G. Chong,A,Punctual Rustlers,People's Land of Maneau,MF,22470000
264,M. Vásquez,A,Punctual Rustlers,Lefghau,MFFW,20420000
265,C. Namutebi,A,Punctual Rustlers,People's Land of Maneau,MFFW,35740000
266,T. Zoabi,A,Punctual Rustlers,People's Land of Maneau,MFFW,17810000
267,H. Turyatunga,A,Punctual Rustlers,Republic of Denand Landsa,MFFW,28160000
268,D. Iskandar,A,Silver Heels,Byasier Pujan,DF,24620000
269,C. Boyko,A,Silver Heels,Dosqaly,DF,8930000
270,B. Masika,A,Silver Heels,People's Land of Maneau,DF,8650000
271,B. Weiß,A,Silver Heels,People's Land of Maneau,DF,11420000
272,B. Wright,A,Silver Heels,People's Land of Maneau,DF,15160000
273,K. Machava,A,Silver Heels,People's Land of Maneau,DF,15060000
274,Z. Kayendeke,A,Silver Heels,People's Land of Maneau,DF,12670000
275,Z. Mutandwa,A,Silver Heels,People's Land of Maneau,DF,22090000
276,Y. binti Ahmad,A,Silver Heels,People's Land of Maneau,DFFW,16830000
277,J. Agaba,A,Silver Heels,Byasier Pujan,DFMF,22660000
278,F. Diaz,A,Silver Heels,Southern Ristan,FW,22130000
279,R. Arai,A,Silver Heels,Varijitri Isles,FW,23960000
280,W. Markovi?,A,Silver Heels,Nancipenuaroe,FWMF,24250000
281,M. Willems,A,Silver Heels,People's Land of Maneau,FWMF,31710000
282,Y. Owino,A,Silver Heels,Djipines,GK,5910000
283,Q. Musimenta,A,Silver Heels,Nganion,GK,10610000
284,E. Mutebi,A,Silver Heels,Nancipenuaroe,MF,26440000
285,J. Mutonyi,A,Silver Heels,Nganion,MF,5890000
286,V. Mahagna,A,Silver Heels,Ngoque Blicri,MF,19850000
287,A. Bruno,A,Silver Heels,People's Land of Maneau,MF,29850000
288,A. Nyasulu,A,Silver Heels,Rosvi,MF,23090000
289,I. Joseph,A,Silver Heels,Southslands,MF,8830000
290,F. Hove,A,Silver Heels,Coastpa Barleslands,MFDF,19860000
291,M. Purnomo,A,Silver Heels,Central Diasongo,MFFW,25100000
292,T. Mguni,A,Silver Heels,Esia,MFFW,24950000
293,Q. Sam,A,Solemn Cougars,Giumle Lizeibon,DF,13900000
294,S. Kasamba,A,Solemn Cougars,Greri Landmoslands,DF,26620000
295,R. Navarro,A,Solemn Cougars,Highhlaands,DF,19020000
296,E. D'angelo,A,Solemn Cougars,People's Land of Maneau,DF,14220000
297,F. Kalule,A,Solemn Cougars,People's Land of Maneau,DF,11610000
298,F. Omara,A,Solemn Cougars,People's Land of Maneau,DF,21310000
299,Y. Deng,A,Solemn Cougars,People's Land of Maneau,DF,24320000
300,D. Tawiah,A,Solemn Cougars,Thaijagypt,DF,11390000
301,M. Happy,A,Solemn Cougars,Varijitri Isles,DF,20100000
302,H. Acan,A,Solemn Cougars,People's Land of Maneau,FW,25930000
303,L. Musoki,A,Solemn Cougars,People's Land of Maneau,FW,26290000
304,I. Nyamande,A,Solemn Cougars,Republic of Denand Landsa,FWMF,33980000
305,S. Zandamela,A,Solemn Cougars,Mico,GK,16450000
306,O. Nabirye,A,Solemn Cougars,Coastpa Barleslands,MF,10650000
307,D. Kwagala,A,Solemn Cougars,People's Land of Maneau,MF,14740000
308,T. bin Mohamed,A,Solemn Cougars,People's Land of Maneau,MF,15570000
309,W. Török,A,Solemn Cougars,People's Land of Maneau,MF,29950000
310,C. Kawooya,A,Solemn Cougars,Republic of Denand Landsa,MF,30980000
311,H. Leong,A,Solemn Cougars,Southern Ristan,MF,28780000
312,X. Boateng,A,Solemn Cougars,Southern Ristan,MF,25260000
313,C. Mwesige,A,Solemn Cougars,People's Land of Maneau,MFDF,27310000
314,F. Mtambo,A,Solemn Cougars,Nganion,MFFW,34660000
315,V. Mudondo,A,Solemn Cougars,People's Land of Maneau,MFFW,30830000
316,X. Joly,A,Solemn Cougars,People's Land of Maneau,MFFW,35650000
317,R. Kawuma,A,Somber Bombers,Byasier Pujan,DF,16780000
318,O. binti Mohamad,A,Somber Bombers,Djipines,DF,13470000
319,N. bin Hashim,A,Somber Bombers,Dosqaly,DF,29100000
320,Y. Phe,A,Somber Bombers,Imaar Vircoand,DF,18570000
321,V. Abiria,A,Somber Bombers,Nganion,DF,21330000
322,J. Sanyu,A,Somber Bombers,People's Land of Maneau,DF,9730000
323,S. Hamza,A,Somber Bombers,People's Land of Maneau,DF,15300000
324,X. Heikkilä,A,Somber Bombers,People's Land of Maneau,DF,15050000
325,I. Amoah,A,Somber Bombers,Slandsganiamayotteque,DF,10840000
326,F. Kollár,A,Somber Bombers,Southslands,DF,29630000
327,V. Lao,A,Somber Bombers,Xikong,DF,6450000
328,Z. Testa,A,Somber Bombers,Giumle Lizeibon,DFMF,15140000
329,K. Najjuma,A,Somber Bombers,Ngoque Blicri,DFMF,22470000
330,M. Nabukwasi,A,Somber Bombers,Quewenia,DFMF,15130000
331,R. De Wit,A,Somber Bombers,Lefghau,FW,26410000
332,D. Athieno,A,Somber Bombers,People's Land of Maneau,FW,23350000
333,R. Wambi,A,Somber Bombers,People's Land of Maneau,FW,29080000
334,X. Bekher,A,Somber Bombers,Lylimi,FWMF,11150000
335,X. Chauhan,A,Somber Bombers,Nancipenuaroe,FWMF,25610000
336,M. Janssens,A,Somber Bombers,Ledian,GK,20260000
337,K. Nandera,A,Somber Bombers,Landli Blicporlip,MF,11280000
338,A. Nassanga,A,Somber Bombers,People's Land of Maneau,MF,21490000
339,C. K?avi?š,A,Somber Bombers,People's Land of Maneau,MF,26240000
340,M. Ferrara,A,Somber Bombers,People's Land of Maneau,MF,15510000
341,Z. Yosef,A,Somber Bombers,People's Land of Maneau,MF,11110000
342,K. Mutero,A,Somber Bombers,Pierrema,MF,14320000
343,J. P?tersons,A,Somber Bombers,Danan Seekeeling,MFFW,22630000
344,H. Mafabi,A,Somber Bombers,Dosqaly,MFFW,19700000
345,O. Mägi,A,Stacked Rocks,Central Diasongo,DF,25920000
346,M. Tang,A,Stacked Rocks,Djipines,DF,21080000
347,H. bin Ibrahim,A,Stacked Rocks,Imaar Vircoand,DF,11110000
348,A. Janssen,A,Stacked Rocks,People's Land of Maneau,DF,19010000
349,E. Patra,A,Stacked Rocks,People's Land of Maneau,DF,17900000
350,F. Fujihara,A,Stacked Rocks,People's Land of Maneau,DF,15230000
351,S. Hamza,A,Stacked Rocks,People's Land of Maneau,DF,15730000
352,W. Karlsson,A,Stacked Rocks,Southern Ristan,DF,8030000
353,X. Nakibuuka,A,Stacked Rocks,Southern Ristan,DF,15250000
354,C. Bai,A,Stacked Rocks,Western Niasland,DF,13880000
355,D. Nishimura,A,Stacked Rocks,People's Land of Maneau,DFMF,19650000
356,L. End?,A,Stacked Rocks,Dosqaly,FW,4060000
357,Z. binti Zakaria,A,Stacked Rocks,People's Land of Maneau,FW,30440000
358,L. Kyalisiima,A,Stacked Rocks,Byasier Pujan,FWMF,18160000
359,C. Kadosh,A,Stacked Rocks,Landli Blicporlip,FWMF,31960000
360,C. Guerrero,A,Stacked Rocks,Lefghau,FWMF,31530000
361,W. Kong,A,Stacked Rocks,Imaar Vircoand,GK,14470000
362,W. Nasiru,A,Stacked Rocks,Rarita,GK,21780000
363,G. Magnusson,A,Stacked Rocks,Dosqaly,MF,21800000
364,H. Cardoso,A,Stacked Rocks,Dosqaly,MF,15390000
365,I. Nayak,A,Stacked Rocks,People's Land of Maneau,MF,11810000
366,A. Abbo,A,Stacked Rocks,Western Covaki,MF,15920000
367,W. Yahaya,A,Stacked Rocks,Greri Landmoslands,MFDF,9930000
368,X. Agbaria,A,Stacked Rocks,People's Land of Maneau,MFDF,17160000
369,J. Møller,A,Stacked Rocks,Southslands,MFDF,10290000
370,D. Namugerwa,A,Stacked Rocks,Imaar Vircoand,MFFW,27500000
371,H. Ruiz,A,Stacked Rocks,Imaar Vircoand,MFFW,23400000
372,J. Dubois,A,Stacked Rocks,Mico,MFFW,28270000
373,V. Álvarez,A,Stacked Rocks,Rarita,MFFW,26350000
374,U. Vitale,A,Sugar Storm,Esia,DF,11740000
375,P. Ferri,A,Sugar Storm,Highhlaands,DF,10700000
376,A. Nangobi,A,Sugar Storm,Ngoque Blicri,DF,11070000
377,A. Tumuhaise,A,Sugar Storm,People's Land of Maneau,DF,21190000
378,K. Yousefi,A,Sugar Storm,People's Land of Maneau,DF,11630000
379,Y. Musah,A,Sugar Storm,People's Land of Maneau,DF,18140000
380,Q. Donati,A,Sugar Storm,Quewenia,DF,14600000
381,P. Romero,A,Sugar Storm,Dosqaly,DFMF,29250000
382,J. Amsalem,A,Sugar Storm,Leoneku Guidisia,FW,27550000
