,Player Name,League,Squad,Country,Position,Annualized Salary
107,e.taylor,A,Green Fleet,People's Land of Maneau,MFFW,26050000
108,y.torres,A,Green Fleet,Rarita,MFFW,31750000
109,a.haruna,A,Horrible Grizzlies,Dosqaly,DF,22300000
110,d.svensson,A,Horrible Grizzlies,Esia,DF,8210000
111,y.eyotaru,A,Horrible Grizzlies,Mico,DF,15210000
112,d.martini,A,Horrible Grizzlies,Nganion,DF,29120000
113,s.namugere,A,Horrible Grizzlies,Nganion,DF,20740000
114,t.nouri,A,Horrible Grizzlies,People's Land of Maneau,DF,19220000
115,u.ortiz,A,Horrible Grizzlies,People's Land of Maneau,DF,22360000
116,v.thompson,A,Horrible Grizzlies,People's Land of Maneau,DF,29130000
117,v.binali,A,Horrible Grizzlies,Sobianitedrucy,DF,22910000
118,s.mlakar,A,Horrible Grizzlies,Dosqaly,FW,28230000
119,u.chio,A,Horrible Grizzlies,Lefghau,FW,35420000
120,m.abur,A,Horrible Grizzlies,Moaithe,FW,9800000
121,f.pellegrini,A,Horrible Grizzlies,Nganion,FW,38070000
122,g.adriko,A,Horrible Grizzlies,People's Land of Maneau,FW,10070000
123,n.nantege,A,Horrible Grizzlies,People's Land of Maneau,FW,32380000
124,z.makore,A,Horrible Grizzlies,People's Land of Maneau,FW,22760000
125,d.kayira,A,Horrible Grizzlies,Slandsganiamayotteque,FW,26640000
126,x.nakanwagi,A,Horrible Grizzlies,Southern Ristan,FW,25810000
127,r.wanyama,A,Horrible Grizzlies,Imaar Vircoand,GK,10480000
128,j.nkrumah,A,Horrible Grizzlies,Nganion,GK,9020000
129,m.matsumoto,A,Horrible Grizzlies,Dosqaly,MF,30730000
130,c.nyesiga,A,Horrible Grizzlies,Manlisgamncent,MF,21820000
131,y.diallo,A,Horrible Grizzlies,Ngoque Blicri,MF,11200000
132,g.baey,A,Horrible Grizzlies,People's Land of Maneau,MF,24870000
133,i.makavan,A,Horrible Grizzlies,Sobianitedrucy,MF,25620000
134,j.wan,A,Horrible Grizzlies,People's Land of Maneau,MFFW,20170000
135,o.nampeera,A,Horrible Grizzlies,People's Land of Maneau,MFFW,29250000
136,b.longoli,A,Horrible Storm,Djipines,DF,8840000
137,f.shkreli,A,Horrible Storm,Dosqaly,DF,20460000
138,a.tay,A,Horrible Storm,Frenchdo Stanser,DF,28430000
139,b.stewart,A,Horrible Storm,People's Land of Maneau,DF,18400000
140,h.steiner,A,Horrible Storm,People's Land of Maneau,DF,14840000
141,k.mirkovi,A,Horrible Storm,People's Land of Maneau,DF,16040000
142,y.aidoo,A,Horrible Storm,People's Land of Maneau,DF,22850000
143,c.nyaketcho,A,Horrible Storm,Southern Ristan,DF,17740000
144,q.mbambu,A,Horrible Storm,Lefghau,FW,25430000
145,k.muhumuza,A,Horrible Storm,People's Land of Maneau,FW,21160000
146,m.adoch,A,Horrible Storm,United Provinces of Somoe,FW,24670000
147,h.nsamba,A,Horrible Storm,Byasier Pujan,FWMF,23390000
148,r.dijkstra,A,Horrible Storm,Central Diasongo,FWMF,15770000
149,e.estrada,A,Horrible Storm,Frenchdo Stanser,FWMF,22460000
150,e.amponsah,A,Horrible Storm,Nganion,FWMF,25630000
151,k.namuwaya,A,Horrible Storm,People's Land of Maneau,FWMF,25190000
152,c.quartey,A,Horrible Storm,Slandsganiamayotteque,FWMF,6060000
153,j.turyasingura,A,Horrible Storm,Nganion,GK,20310000
154,k.lin,A,Horrible Storm,People's Land of Maneau,GK,7440000
155,s.herrera,A,Horrible Storm,People's Land of Maneau,GK,11460000
156,m.alzahrani,A,Horrible Storm,Redohrainbri,GK,17380000
157,r.akech,A,Horrible Storm,Eastern Covaki,MF,16420000
158,l.egger,A,Horrible Storm,Lefghau,MF,13820000
159,z.cher,A,Horrible Storm,Ngoque Blicri,MF,27170000
160,p.shehu,A,Horrible Storm,People's Land of Maneau,MF,18920000
161,t.nkhoma,A,Horrible Storm,Southslands,MF,25310000
162,h.shoko,A,Horrible Storm,Nganion,MFFW,3370000
163,c.awad,A,Horrible Storm,People's Land of Maneau,MFFW,15720000
164,z.chipeta,A,Mighty Jays,Esia,DF,14080000
165,d.asaba,A,Mighty Jays,Greri Landmoslands,DF,7750000
166,d.wolf,A,Mighty Jays,Ingre,DF,19710000
167,s.kaggwa,A,Mighty Jays,Lefghau,DF,17950000
168,c.nakitto,A,Mighty Jays,Nganion,DF,19980000
169,e.ta,A,Mighty Jays,Nganion,DF,8240000
170,z.semakula,A,Mighty Jays,Nganion,DF,24350000
171,q.aini,A,Mighty Jays,Ngoque Blicri,DF,15740000
172,e.ramezani,A,Mighty Jays,People's Land of Maneau,DF,12130000
173,v.ram,A,Mighty Jays,People's Land of Maneau,DF,13530000
174,z.nakagawa,A,Mighty Jays,People's Land of Maneau,DF,17820000
175,a.akoth,A,Mighty Jays,Unicorporated Tiagascar,DF,19560000
176,g.dijkstra,A,Mighty Jays,People's Land of Maneau,DFFW,26490000
177,g.siddiqui,A,Mighty Jays,Central Diasongo,FW,26640000
178,u.nalumansi,A,Mighty Jays,Czechnor,FW,26570000
179,f.heng,A,Mighty Jays,Dosqaly,FW,23830000
180,b.asiedu,A,Mighty Jays,Isle of Lababwe,FW,22000000
181,i.kakuru,A,Mighty Jays,Lefghau,FW,33480000
182,c.ssentamu,A,Mighty Jays,People's Land of Maneau,FW,26450000
183,i.nugraha,A,Mighty Jays,People's Land of Maneau,FW,21840000
184,v.kumwenda,A,Mighty Jays,Esia,GK,33830000
185,s.tamale,A,Mighty Jays,Imaar Vircoand,GK,21810000
186,s.tenywa,A,Mighty Jays,Dosqaly,MF,15010000
187,e.boadu,A,Mighty Jays,Esia,MF,28580000
188,t.robert,A,Mighty Jays,Janmico,MF,21570000
189,a.vang,A,Mighty Jays,Nganion,MF,14960000
190,k.abalo,A,Mighty Jays,Quewenia,MF,14600000
191,e.nakanjako,A,Mighty Jays,Rarita,MF,9790000
192,y.ferrara,A,Mighty Jays,People's Land of Maneau,MFFW,27240000
193,c.carvalho,A,Odd Ducks,Byasier Pujan,DF,11420000
194,n.dekker,A,Odd Ducks,Djipines,DF,20810000
195,v.nalukwago,A,Odd Ducks,Nganion,DF,23060000
196,c.hasanovi,A,Odd Ducks,People's Land of Maneau,DF,9660000
197,c.perkovi,A,Odd Ducks,People's Land of Maneau,DF,13860000
198,d.lejeune,A,Odd Ducks,People's Land of Maneau,DF,25700000
199,d.mwandira,A,Odd Ducks,People's Land of Maneau,DF,13180000
200,f.arslan,A,Odd Ducks,People's Land of Maneau,DF,16800000
201,n.medina,A,Odd Ducks,People's Land of Maneau,DF,15050000
202,o.estrada,A,Odd Ducks,People's Land of Maneau,DF,11280000
203,x.sartori,A,Odd Ducks,People's Land of Maneau,DF,7780000
204,b.maturu,A,Odd Ducks,People's Land of Maneau,FW,32790000
205,p.biira,A,Odd Ducks,People's Land of Maneau,FWMF,25580000
206,w.rashid,A,Odd Ducks,People's Land of Maneau,FWMF,20860000
207,i.mlambo,A,Odd Ducks,Redohrainbri,FWMF,31340000
208,a.soong,A,Odd Ducks,People's Land of Maneau,GK,10210000
209,f.malik,A,Odd Ducks,Southslands,GK,11480000
210,n.zhu,A,Odd Ducks,Byasier Pujan,MF,11190000
211,c.mawejje,A,Odd Ducks,Djipines,MF,15270000
212,a.henry,A,Odd Ducks,Mico,MF,15360000
213,b.nakayiwa,A,Odd Ducks,People's Land of Maneau,MF,9090000
214,f.afful,A,Odd Ducks,People's Land of Maneau,MF,25600000
215,i.ghoe,A,Odd Ducks,People's Land of Maneau,MF,33400000
216,x.ferraro,A,Odd Ducks,Western Niasland,MF,25620000
217,n.kaiser,A,Odd Ducks,People's Land of Maneau,MFDF,28090000
218,t.cheung,A,Odd Ducks,Djipines,MFFW,28720000
219,d.masereka,A,Odd Ducks,Ngoque Blicri,MFFW,19390000
220,v.garcia,A,Old Mustangs,Byasier Pujan,DF,15760000
221,a.sihombing,A,Old Mustangs,Central Namemo Laand,DF,23310000
222,f.nassolo,A,Old Mustangs,Djipines,DF,25760000
223,q.achom,A,Old Mustangs,Manlisgamncent,DF,18130000
224,m.tumuramye,A,Old Mustangs,Ngoque Blicri,DF,28610000
225,t.chebet,A,Old Mustangs,People's Land of Maneau,DF,8630000
226,t.syed,A,Old Mustangs,People's Land of Maneau,DF,16290000
227,z.rojas,A,Old Mustangs,People's Land of Maneau,DF,28690000
228,y.niemi,A,Old Mustangs,Coastpa Barleslands,FW,30940000
229,y.wood,A,Old Mustangs,Frenchdo Stanser,FW,27820000
230,f.njoku,A,Old Mustangs,Lefghau,FW,26870000
231,w.kayange,A,Old Mustangs,Southern Ristan,FW,22510000
232,a.logose,A,Old Mustangs,Lylimi,FWMF,22770000
233,q.nakityo,A,Old Mustangs,Quewenia,FWMF,24430000
234,u.nakazibwe,A,Old Mustangs,Lefghau,GK,26960000
235,f.walker,A,Old Mustangs,Nganion,GK,9410000
236,v.waswa,A,Old Mustangs,Byasier Pujan,MF,18650000
237,v.mattila,A,Old Mustangs,Iverde,MF,26040000
238,m.carpentier,A,Old Mustangs,Lefghau,MF,24160000
239,h.twongirwe,A,Old Mustangs,People's Land of Maneau,MF,15940000
240,q.johnsen,A,Old Mustangs,People's Land of Maneau,MF,33470000
241,p.saputra,A,Old Mustangs,People's Land of Maneau,MFDF,22110000
242,i.ocen,A,Old Mustangs,People's Land of Maneau,MFFW,34750000
243,l.edwards,A,Old Mustangs,People's Land of Maneau,MFFW,22900000
244,n.kamusiime,A,Punctual Rustlers,Dosqaly,DF,25250000
245,b.hungwe,A,Punctual Rustlers,People's Land of Maneau,DF,14690000
246,h.farina,A,Punctual Rustlers,People's Land of Maneau,DF,24960000
247,s.debnath,A,Punctual Rustlers,People's Land of Maneau,DF,11700000
248,w.nakiyingi,A,Punctual Rustlers,People's Land of Maneau,DF,10570000
249,j.dahiru,A,Punctual Rustlers,Rarita,DF,16290000
250,t.kafuko,A,Punctual Rustlers,Southslands,DF,20130000
251,i.namugosa,A,Punctual Rustlers,Western Niasland,DF,11460000
252,m.villa,A,Punctual Rustlers,Coastpa Barleslands,FW,20480000
253,l.lechner,A,Punctual Rustlers,Lefghau,FW,32260000
254,n.ono,A,Punctual Rustlers,People's Land of Maneau,FW,25950000
255,j.lysenko,A,Punctual Rustlers,Sobianitedrucy,FW,23090000
256,r.arai,A,Punctual Rustlers,Varijitri Isles,FW,23730000
257,x.neri,A,Punctual Rustlers,People's Land of Maneau,GK,12620000
258,m.nankwanga,A,Punctual Rustlers,Central Diasongo,MF,20750000
259,b.kor,A,Punctual Rustlers,Cuandbo,MF,25790000
260,t.nyanzi,A,Punctual Rustlers,Dosqaly,MF,9380000
261,x.muhwezi,A,Punctual Rustlers,Greri Landmoslands,MF,18960000
262,d.pellegrino,A,Punctual Rustlers,People's Land of Maneau,MF,15970000
263,g.chong,A,Punctual Rustlers,People's Land of Maneau,MF,22470000
264,m.vasquez,A,Punctual Rustlers,Lefghau,MFFW,20420000
265,c.namutebi,A,Punctual Rustlers,People's Land of Maneau,MFFW,35740000
266,t.zoabi,A,Punctual Rustlers,People's Land of Maneau,MFFW,17810000
267,h.turyatunga,A,Punctual Rustlers,Republic of Denand Landsa,MFFW,28160000
268,d.iskandar,A,Silver Heels,Byasier Pujan,DF,24620000
269,c.boyko,A,Silver Heels,Dosqaly,DF,8930000
270,b.masika,A,Silver Heels,People's Land of Maneau,DF,8650000
271,b.weiss,A,Silver Heels,People's Land of Maneau,DF,11420000
272,b.wright,A,Silver Heels,People's Land of Maneau,DF,15160000
273,k.machava,A,Silver Heels,People's Land of Maneau,DF,15060000
274,z.kayendeke,A,Silver Heels,People's Land of Maneau,DF,12670000
275,z.mutandwa,A,Silver Heels,People's Land of Maneau,DF,22090000
276,y.bintiahmad,A,Silver Heels,People's Land of Maneau,DFFW,16830000
277,j.agaba,A,Silver Heels,Byasier Pujan,DFMF,22660000
278,f.diaz,A,Silver Heels,Southern Ristan,FW,22130000
279,r.arai,A,Silver Heels,Varijitri Isles,FW,23960000
280,w.markovi,A,Silver Heels,Nancipenuaroe,FWMF,24250000
281,m.willems,A,Silver Heels,People's Land of Maneau,FWMF,31710000
282,y.owino,A,Silver Heels,Djipines,GK,5910000
283,q.musimenta,A,Silver Heels,Nganion,GK,10610000
284,e.mutebi,A,Silver Heels,Nancipenuaroe,MF,26440000
285,j.mutonyi,A,Silver Heels,Nganion,MF,5890000
286,v.mahagna,A,Silver Heels,Ngoque Blicri,MF,19850000
287,a.bruno,A,Silver Heels,People's Land of Maneau,MF,29850000
288,a.nyasulu,A,Silver Heels,Rosvi,MF,23090000
289,i.joseph,A,Silver Heels,Southslands,MF,8830000
290,f.hove,A,Silver Heels,Coastpa Barleslands,MFDF,19860000
291,m.purnomo,A,Silver Heels,Central Diasongo,MFFW,25100000
292,t.mguni,A,Silver Heels,Esia,MFFW,24950000
293,q.sam,A,Solemn Cougars,Giumle Lizeibon,DF,13900000
294,s.kasamba,A,Solemn Cougars,Greri Landmoslands,DF,26620000
295,r.navarro,A,Solemn Cougars,Highhlaands,DF,19020000
296,e.dangelo,A,Solemn Cougars,People's Land of Maneau,DF,14220000
297,f.kalule,A,Solemn Cougars,People's Land of Maneau,DF,11610000
298,f.omara,A,Solemn Cougars,People's Land of Maneau,DF,21310000
299,y.deng,A,Solemn Cougars,People's Land of Maneau,DF,24320000
300,d.tawiah,A,Solemn Cougars,Thaijagypt,DF,11390000
301,m.happy,A,Solemn Cougars,Varijitri Isles,DF,20100000
302,h.acan,A,Solemn Cougars,People's Land of Maneau,FW,25930000
303,l.musoki,A,Solemn Cougars,People's Land of Maneau,FW,26290000
304,i.nyamande,A,Solemn Cougars,Republic of Denand Landsa,FWMF,33980000
305,s.zandamela,A,Solemn Cougars,Mico,GK,16450000
306,o.nabirye,A,Solemn Cougars,Coastpa Barleslands,MF,10650000
307,d.kwagala,A,Solemn Cougars,People's Land of Maneau,MF,14740000
308,t.binmohamed,A,Solemn Cougars,People's Land of Maneau,MF,15570000
309,w.torok,A,Solemn Cougars,People's Land of Maneau,MF,29950000
310,c.kawooya,A,Solemn Cougars,Republic of Denand Landsa,MF,30980000
311,h.leong,A,Solemn Cougars,Southern Ristan,MF,28780000
312,x.boateng,A,Solemn Cougars,Southern Ristan,MF,25260000
313,c.mwesige,A,Solemn Cougars,People's Land of Maneau,MFDF,27310000
314,f.mtambo,A,Solemn Cougars,Nganion,MFFW,34660000
315,v.mudondo,A,Solemn Cougars,People's Land of Maneau,MFFW,30830000
316,x.joly,A,Solemn Cougars,People's Land of Maneau,MFFW,35650000
317,r.kawuma,A,Somber Bombers,Byasier Pujan,DF,16780000
318,o.bintimohamad,A,Somber Bombers,Djipines,DF,13470000
319,n.binhashim,A,Somber Bombers,Dosqaly,DF,29100000
320,y.phe,A,Somber Bombers,Imaar Vircoand,DF,18570000
321,v.abiria,A,Somber Bombers,Nganion,DF,21330000
322,j.sanyu,A,Somber Bombers,People's Land of Maneau,DF,9730000
323,s.hamza,A,Somber Bombers,People's Land of Maneau,DF,15300000
324,x.heikkila,A,Somber Bombers,People's Land of Maneau,DF,15050000
325,i.amoah,A,Somber Bombers,Slandsganiamayotteque,DF,10840000
326,f.kollar,A,Somber Bombers,Southslands,DF,29630000
327,v.lao,A,Somber Bombers,Xikong,DF,6450000
328,z.testa,A,Somber Bombers,Giumle Lizeibon,DFMF,15140000
329,k.najjuma,A,Somber Bombers,Ngoque Blicri,DFMF,22470000
330,m.nabukwasi,A,Somber Bombers,Quewenia,DFMF,15130000
331,r.dewit,A,Somber Bombers,Lefghau,FW,26410000
332,d.athieno,A,Somber Bombers,People's Land of Maneau,FW,23350000
333,r.wambi,A,Somber Bombers,People's Land of Maneau,FW,29080000
334,x.bekher,A,Somber Bombers,Lylimi,FWMF,11150000
335,x.chauhan,A,Somber Bombers,Nancipenuaroe,FWMF,25610000
336,m.janssens,A,Somber Bombers,Ledian,GK,20260000
337,k.nandera,A,Somber Bombers,Landli Blicporlip,MF,11280000
338,a.nassanga,A,Somber Bombers,People's Land of Maneau,MF,21490000
339,c.kavis,A,Somber Bombers,People's Land of Maneau,MF,26240000
340,m.ferrara,A,Somber Bombers,People's Land of Maneau,MF,15510000
341,z.yosef,A,Somber Bombers,People's Land of Maneau,MF,11110000
342,k.mutero,A,Somber Bombers,Pierrema,MF,14320000
343,j.ptersons,A,Somber Bombers,Danan Seekeeling,MFFW,22630000
344,h.mafabi,A,Somber Bombers,Dosqaly,MFFW,19700000
345,o.magi,A,Stacked Rocks,Central Diasongo,DF,25920000
346,m.tang,A,Stacked Rocks,Djipines,DF,21080000
347,h.binibrahim,A,Stacked Rocks,Imaar Vircoand,DF,11110000
348,a.janssen,A,Stacked Rocks,People's Land of Maneau,DF,19010000
349,e.patra,A,Stacked Rocks,People's Land of Maneau,DF,17900000
350,f.fujihara,A,Stacked Rocks,People's Land of Maneau,DF,15230000
351,s.hamza,A,Stacked Rocks,People's Land of Maneau,DF,15730000
352,w.karlsson,A,Stacked Rocks,Southern Ristan,DF,8030000
353,x.nakibuuka,A,Stacked Rocks,Southern Ristan,DF,15250000
354,c.bai,A,Stacked Rocks,Western Niasland,DF,13880000
355,d.nishimura,A,Stacked Rocks,People's Land of Maneau,DFMF,19650000
356,l.end,A,Stacked Rocks,Dosqaly,FW,4060000
357,z.bintizakaria,A,Stacked Rocks,People's Land of Maneau,FW,30440000
358,l.kyalisiima,A,Stacked Rocks,Byasier Pujan,FWMF,18160000
359,c.kadosh,A,Stacked Rocks,Landli Blicporlip,FWMF,31960000
360,c.guerrero,A,Stacked Rocks,Lefghau,FWMF,31530000
361,w.kong,A,Stacked Rocks,Imaar Vircoand,GK,14470000
362,w.nasiru,A,Stacked Rocks,Rarita,GK,21780000
363,g.magnusson,A,Stacked Rocks,Dosqaly,MF,21800000
364,h.cardoso,A,Stacked Rocks,Dosqaly,MF,15390000
365,i.nayak,A,Stacked Rocks,People's Land of Maneau,MF,11810000
366,a.abbo,A,Stacked Rocks,Western Covaki,MF,15920000
367,w.yahaya,A,Stacked Rocks,Greri Landmoslands,MFDF,9930000
368,x.agbaria,A,Stacked Rocks,People's Land of Maneau,MFDF,17160000
369,j.moller,A,Stacked Rocks,Southslands,MFDF,10290000
370,d.namugerwa,A,Stacked Rocks,Imaar Vircoand,MFFW,27500000
371,h.ruiz,A,Stacked Rocks,Imaar Vircoand,MFFW,23400000
372,j.dubois,A,Stacked Rocks,Mico,MFFW,28270000
373,v.alvarez,A,Stacked Rocks,Rarita,MFFW,26350000
374,u.vitale,A,Sugar Storm,Esia,DF,11740000
375,p.ferri,A,Sugar Storm,Highhlaands,DF,10700000
376,a.nangobi,A,Sugar Storm,Ngoque Blicri,DF,11070000
377,a.tumuhaise,A,Sugar Storm,People's Land of Maneau,DF,21190000
378,k.yousefi,A,Sugar Storm,People's Land of Maneau,DF,11630000
379,y.musah,A,Sugar Storm,People's Land of Maneau,DF,18140000
380,q.donati,A,Sugar Storm,Quewenia,DF,14600000
381,p.romero,A,Sugar Storm,Dosqaly,DFMF,29250000
382,j.amsalem,A,Sugar Storm,Leoneku Guidisia,FW,27550000
383,x.hasanovi,A,Sugar Storm,People's Land of Maneau,FW,8090000
384,o.kantono,A,Sugar Storm,Esia,FWMF,19430000
385,r.kovalenko,A,Sugar Storm,Imaar Vircoand,FWMF,32140000
386,b.alvarez,A,Sugar Storm,People's Land of Maneau,FWMF,25110000
387,e.nakyeyune,A,Sugar Storm,People's Land of Maneau,FWMF,7540000
388,l.hofmann,A,Sugar Storm,People's Land of Maneau,FWMF,31920000
389,l.ozturk,A,Sugar Storm,Quewenia,FWMF,29530000
390,e.hussain,A,Sugar Storm,Southslands,FWMF,26510000
391,w.bruno,A,Sugar Storm,Tito Mian New Ili Siaco,FWMF,32390000
392,a.bianco,A,Sugar Storm,Byasier Pujan,GK,15790000
393,q.nakyeyune,A,Sugar Storm,Esia,GK,31790000
394,w.akena,A,Sugar Storm,Highhlaands,GK,3840000
